year,round_num,round_label,date,home,home_score,away,away_score,venue,url,home_win,score_diff,total_points,round_order,is_finals,margin,margin_category
2021,7,Round 7,2021-04-22,Panthers,24,Knights,6,BlueBet Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-7/panthers-v-knights/,1,18,30,7,0,18,Comfortable (13-24)
2021,7,Round 7,2021-04-23,Titans,30,Rabbitohs,40,Cbus Super Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-7/titans-v-rabbitohs/,0,-10,70,7,0,10,Competitive (7-12)
2021,7,Round 7,2021-04-23,Eels,46,Broncos,6,TIO Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-7/eels-v-broncos/,1,40,52,7,0,40,Blowout (25+)
2021,7,Round 7,2021-04-24,Sharks,12,Bulldogs,18,Netstrata Jubilee Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-7/sharks-v-bulldogs/,0,-6,30,7,0,6,Close (1-6)
2021,7,Round 7,2021-04-24,Cowboys,26,Raiders,24,Queensland Country Bank Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-7/cowboys-v-raiders/,1,2,50,7,0,2,Close (1-6)
2021,7,Round 7,2021-04-25,Wests Tigers,6,Sea Eagles,40,CommBank Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-7/wests-tigers-v-sea-eagles/,0,-34,46,7,0,34,Blowout (25+)
2021,7,Round 7,2021-04-25,Roosters,34,Dragons,10,Sydney Cricket Ground,https://www.nrl.com/draw/nrl-premiership/2021/round-7/roosters-v-dragons/,1,24,44,7,0,24,Comfortable (13-24)
2021,7,Round 7,2021-04-25,Storm,42,Warriors,20,AAMI Park,https://www.nrl.com/draw/nrl-premiership/2021/round-7/storm-v-warriors/,1,22,62,7,0,22,Comfortable (13-24)
2021,8,Round 8,2021-04-29,Raiders,20,Rabbitohs,34,GIO Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-8/raiders-v-rabbitohs/,0,-14,54,8,0,14,Comfortable (13-24)
2021,8,Round 8,2021-04-30,Storm,40,Sharks,14,AAMI Park,https://www.nrl.com/draw/nrl-premiership/2021/round-8/storm-v-sharks/,1,26,54,8,0,26,Blowout (25+)
2021,8,Round 8,2021-04-30,Broncos,36,Titans,28,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-8/broncos-v-titans/,1,8,64,8,0,8,Competitive (7-12)
2021,8,Round 8,2021-05-01,Panthers,28,Sea Eagles,16,Carrington Park,https://www.nrl.com/draw/nrl-premiership/2021/round-8/panthers-v-sea-eagles/,1,12,44,8,0,12,Competitive (7-12)
2021,8,Round 8,2021-05-01,Bulldogs,10,Eels,32,Accor Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-8/bulldogs-v-eels/,0,-22,42,8,0,22,Comfortable (13-24)
2021,8,Round 8,2021-05-01,Knights,4,Roosters,38,McDonald Jones Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-8/knights-v-roosters/,0,-34,42,8,0,34,Blowout (25+)
2021,8,Round 8,2021-05-02,Warriors,24,Cowboys,20,Industree Group Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-8/warriors-v-cowboys/,1,4,44,8,0,4,Close (1-6)
2021,8,Round 8,2021-05-02,Dragons,8,Wests Tigers,16,WIN Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-8/dragons-v-wests-tigers/,0,-8,24,8,0,8,Competitive (7-12)
2021,9,Round 9,2021-05-06,Rabbitohs,0,Storm,50,Accor Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-9/rabbitohs-v-storm/,0,-50,50,9,0,50,Blowout (25+)
2021,9,Round 9,2021-05-07,Panthers,48,Sharks,0,BlueBet Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-9/panthers-v-sharks/,1,48,48,9,0,48,Blowout (25+)
2021,9,Round 9,2021-05-07,Eels,31,Roosters,18,CommBank Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-9/eels-v-roosters/,1,13,49,9,0,13,Comfortable (13-24)
2021,9,Round 9,2021-05-08,Raiders,16,Knights,24,McDonalds Park,https://www.nrl.com/draw/nrl-premiership/2021/round-9/raiders-v-knights/,0,-8,40,9,0,8,Competitive (7-12)
2021,9,Round 9,2021-05-08,Wests Tigers,28,Titans,36,Campbelltown Sports Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-9/wests-tigers-v-titans/,0,-8,64,9,0,8,Competitive (7-12)
2021,9,Round 9,2021-05-08,Cowboys,19,Broncos,18,Queensland Country Bank Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-9/cowboys-v-broncos/,1,1,37,9,0,1,Close (1-6)
2021,9,Round 9,2021-05-09,Sea Eagles,38,Warriors,32,4 Pines Park,https://www.nrl.com/draw/nrl-premiership/2021/round-9/sea-eagles-v-warriors/,1,6,70,9,0,6,Close (1-6)
2021,9,Round 9,2021-05-09,Dragons,32,Bulldogs,12,Netstrata Jubilee Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-9/dragons-v-bulldogs/,1,20,44,9,0,20,Comfortable (13-24)
2021,10,Round 10,2021-05-14,Wests Tigers,36,Knights,18,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-10/wests-tigers-v-knights/,1,18,54,10,0,18,Comfortable (13-24)
2021,10,Round 10,2021-05-14,Sea Eagles,50,Broncos,6,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-10/sea-eagles-v-broncos/,1,44,56,10,0,44,Blowout (25+)
2021,10,Round 10,2021-05-15,Bulldogs,18,Raiders,20,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-10/bulldogs-v-raiders/,0,-2,38,10,0,2,Close (1-6)
2021,10,Round 10,2021-05-15,Sharks,22,Rabbitohs,32,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-10/sharks-v-rabbitohs/,0,-10,54,10,0,10,Competitive (7-12)
2021,10,Round 10,2021-05-15,Roosters,30,Cowboys,16,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-10/roosters-v-cowboys/,1,14,46,10,0,14,Comfortable (13-24)
2021,10,Round 10,2021-05-16,Warriors,18,Eels,34,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-10/warriors-v-eels/,0,-16,52,10,0,16,Comfortable (13-24)
2021,10,Round 10,2021-05-16,Storm,44,Dragons,18,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-10/storm-v-dragons/,1,26,62,10,0,26,Blowout (25+)
2021,10,Round 10,2021-05-16,Titans,12,Panthers,48,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-10/titans-v-panthers/,0,-36,60,10,0,36,Blowout (25+)
2021,11,Round 11,2021-05-20,Cowboys,36,Knights,20,Queensland Country Bank Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-11/cowboys-v-knights/,1,16,56,11,0,16,Comfortable (13-24)
2021,11,Round 11,2021-05-21,Warriors,30,Wests Tigers,26,Industree Group Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-11/warriors-v-wests-tigers/,1,4,56,11,0,4,Close (1-6)
2021,11,Round 11,2021-05-21,Sharks,13,Dragons,12,Netstrata Jubilee Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-11/sharks-v-dragons/,1,1,25,11,0,1,Close (1-6)
2021,11,Round 11,2021-05-22,Titans,30,Bulldogs,20,Cbus Super Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-11/titans-v-bulldogs/,1,10,50,11,0,10,Competitive (7-12)
2021,11,Round 11,2021-05-22,Roosters,16,Broncos,34,Sydney Cricket Ground*,https://www.nrl.com/draw/nrl-premiership/2021/round-11/roosters-v-broncos/,0,-18,50,11,0,18,Comfortable (13-24)
2021,11,Round 11,2021-05-22,Raiders,10,Storm,34,GIO Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-11/raiders-v-storm/,0,-24,44,11,0,24,Comfortable (13-24)
2021,11,Round 11,2021-05-23,Rabbitohs,12,Panthers,56,Apex Oval,https://www.nrl.com/draw/nrl-premiership/2021/round-11/rabbitohs-v-panthers/,0,-44,68,11,0,44,Blowout (25+)
2021,11,Round 11,2021-05-23,Eels,6,Sea Eagles,28,CommBank Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-11/eels-v-sea-eagles/,0,-22,34,11,0,22,Comfortable (13-24)
2021,12,Round 12,2021-05-27,Broncos,12,Storm,40,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-12/broncos-v-storm/,0,-28,52,12,0,28,Blowout (25+)
2021,12,Round 12,2021-05-28,Cowboys,29,Warriors,28,Queensland Country Bank Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-12/cowboys-v-warriors/,1,1,57,12,0,1,Close (1-6)
2021,12,Round 12,2021-05-28,Wests Tigers,34,Dragons,18,CommBank Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-12/wests-tigers-v-dragons/,1,16,52,12,0,16,Comfortable (13-24)
2021,12,Round 12,2021-05-29,Panthers,30,Bulldogs,4,BlueBet Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-12/panthers-v-bulldogs/,1,26,34,12,0,26,Blowout (25+)
2021,12,Round 12,2021-05-29,Rabbitohs,38,Eels,20,Accor Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-12/rabbitohs-v-eels/,1,18,58,12,0,18,Comfortable (13-24)
2021,12,Round 12,2021-05-29,Roosters,44,Raiders,16,Industree Group Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-12/roosters-v-raiders/,1,28,60,12,0,28,Blowout (25+)
2021,12,Round 12,2021-05-30,Sharks,38,Titans,10,C.ex Coffs International Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-12/sharks-v-titans/,1,28,48,12,0,28,Blowout (25+)
2021,12,Round 12,2021-05-30,Knights,18,Sea Eagles,10,McDonald Jones Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-12/knights-v-sea-eagles/,1,8,28,12,0,8,Competitive (7-12)
2021,13,Round 13,2021-06-03,Dragons,52,Broncos,24,Netstrata Jubilee Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-13/dragons-v-broncos/,1,28,76,13,0,28,Blowout (25+)
2021,13,Round 13,2021-06-04,Wests Tigers,26,Panthers,6,Leichhardt Oval,https://www.nrl.com/draw/nrl-premiership/2021/round-13/wests-tigers-v-panthers/,1,20,32,13,0,20,Comfortable (13-24)
2021,13,Round 13,2021-06-05,Storm,20,Titans,14,Sunshine Coast Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-13/storm-v-titans/,1,6,34,13,0,6,Close (1-6)
2021,13,Round 13,2021-06-06,Knights,4,Eels,40,McDonald Jones Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-13/knights-v-eels/,0,-36,44,13,0,36,Blowout (25+)
2021,14,Round 14,2021-06-11,Sea Eagles,50,Cowboys,18,4 Pines Park,https://www.nrl.com/draw/nrl-premiership/2021/round-14/sea-eagles-v-cowboys/,1,32,68,14,0,32,Blowout (25+)
2021,14,Round 14,2021-06-11,Sharks,19,Panthers,18,Netstrata Jubilee Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-14/sharks-v-panthers/,1,1,37,14,0,1,Close (1-6)
2021,14,Round 14,2021-06-12,Titans,34,Roosters,35,Cbus Super Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-14/titans-v-roosters/,0,-1,69,14,0,1,Close (1-6)
2021,14,Round 14,2021-06-12,Rabbitohs,24,Knights,10,Accor Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-14/rabbitohs-v-knights/,1,14,34,14,0,14,Comfortable (13-24)
2021,14,Round 14,2021-06-12,Raiders,38,Broncos,16,GIO Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-14/raiders-v-broncos/,1,22,54,14,0,22,Comfortable (13-24)
2021,14,Round 14,2021-06-13,Warriors,16,Storm,42,Industree Group Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-14/warriors-v-storm/,0,-26,58,14,0,26,Blowout (25+)
2021,14,Round 14,2021-06-13,Eels,40,Wests Tigers,12,CommBank Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-14/eels-v-wests-tigers/,1,28,52,14,0,28,Blowout (25+)
2021,14,Round 14,2021-06-14,Bulldogs,28,Dragons,6,Accor Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-14/bulldogs-v-dragons/,1,22,34,14,0,22,Comfortable (13-24)
2021,15,Round 15,2021-06-17,Broncos,0,Rabbitohs,46,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-15/broncos-v-rabbitohs/,0,-46,46,15,0,46,Blowout (25+)
2021,15,Round 15,2021-06-18,Cowboys,24,Sharks,26,Queensland Country Bank Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-15/cowboys-v-sharks/,0,-2,50,15,0,2,Close (1-6)
2021,15,Round 15,2021-06-18,Panthers,38,Roosters,12,BlueBet Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-15/panthers-v-roosters/,1,26,50,15,0,26,Blowout (25+)
2021,15,Round 15,2021-06-19,Knights,10,Warriors,6,McDonald Jones Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-15/knights-v-warriors/,1,4,16,15,0,4,Close (1-6)
2021,15,Round 15,2021-06-19,Dragons,22,Raiders,20,WIN Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-15/dragons-v-raiders/,1,2,42,15,0,2,Close (1-6)
2021,15,Round 15,2021-06-19,Storm,66,Wests Tigers,16,Sunshine Coast Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-15/storm-v-wests-tigers/,1,50,82,15,0,50,Blowout (25+)
2021,15,Round 15,2021-06-20,Eels,36,Bulldogs,10,CommBank Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-15/eels-v-bulldogs/,1,26,46,15,0,26,Blowout (25+)
2021,15,Round 15,2021-06-20,Titans,24,Sea Eagles,56,Cbus Super Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-15/titans-v-sea-eagles/,0,-32,80,15,0,32,Blowout (25+)
2021,16,Round 16,2021-07-01,Roosters,0,Storm,46,McDonald Jones Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-16/roosters-v-storm/,0,-46,46,16,0,46,Blowout (25+)
2021,16,Round 16,2021-07-02,Warriors,18,Dragons,19,Industree Group Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-16/warriors-v-dragons/,0,-1,37,16,0,1,Close (1-6)
2021,16,Round 16,2021-07-02,Panthers,13,Eels,12,BlueBet Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-16/panthers-v-eels/,1,1,25,16,0,1,Close (1-6)
2021,16,Round 16,2021-07-03,Bulldogs,0,Sea Eagles,66,CommBank Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-16/bulldogs-v-sea-eagles/,0,-66,66,16,0,66,Blowout (25+)
2021,16,Round 16,2021-07-03,Raiders,6,Titans,44,GIO Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-16/raiders-v-titans/,0,-38,50,16,0,38,Blowout (25+)
2021,16,Round 16,2021-07-03,Knights,38,Cowboys,0,McDonald Jones Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-16/knights-v-cowboys/,1,38,38,16,0,38,Blowout (25+)
2021,16,Round 16,2021-07-04,Broncos,26,Sharks,18,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-16/broncos-v-sharks/,1,8,44,16,0,8,Competitive (7-12)
2021,16,Round 16,2021-07-04,Wests Tigers,22,Rabbitohs,38,Leichhardt Oval,https://www.nrl.com/draw/nrl-premiership/2021/round-16/wests-tigers-v-rabbitohs/,0,-16,60,16,0,16,Comfortable (13-24)
2021,17,Round 17,2021-07-08,Sea Eagles,16,Raiders,30,4 Pines Park,https://www.nrl.com/draw/nrl-premiership/2021/round-17/sea-eagles-v-raiders/,0,-14,46,17,0,14,Comfortable (13-24)
2021,17,Round 17,2021-07-09,Rabbitohs,46,Cowboys,18,McDonald Jones Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-17/rabbitohs-v-cowboys/,1,28,64,17,0,28,Blowout (25+)
2021,17,Round 17,2021-07-10,Bulldogs,16,Roosters,22,CommBank Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-17/bulldogs-v-roosters/,0,-6,38,17,0,6,Close (1-6)
2021,17,Round 17,2021-07-11,Sharks,20,Warriors,12,Netstrata Jubilee Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-17/sharks-v-warriors/,1,8,32,17,0,8,Competitive (7-12)
2021,18,Round 18,2021-07-16,Titans,8,Eels,26,Cbus Super Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-18/titans-v-eels/,0,-18,34,18,0,18,Comfortable (13-24)
2021,18,Round 18,2021-07-16,Sea Eagles,32,Dragons,18,Cbus Super Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-18/sea-eagles-v-dragons/,1,14,50,18,0,14,Comfortable (13-24)
2021,18,Round 18,2021-07-17,Cowboys,18,Roosters,34,Queensland Country Bank Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-18/cowboys-v-roosters/,0,-16,52,18,0,16,Comfortable (13-24)
2021,18,Round 18,2021-07-17,Raiders,34,Sharks,18,Cbus Super Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-18/raiders-v-sharks/,1,16,52,18,0,16,Comfortable (13-24)
2021,18,Round 18,2021-07-17,Storm,48,Knights,4,Cbus Super Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-18/storm-v-knights/,1,44,52,18,0,44,Blowout (25+)
2021,18,Round 18,2021-07-18,Warriors,16,Panthers,30,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-18/warriors-v-panthers/,0,-14,46,18,0,14,Comfortable (13-24)
2021,18,Round 18,2021-07-18,Broncos,24,Wests Tigers,42,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-18/broncos-v-wests-tigers/,0,-18,66,18,0,18,Comfortable (13-24)
2021,18,Round 18,2021-07-18,Rabbitohs,32,Bulldogs,24,Cbus Super Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-18/rabbitohs-v-bulldogs/,1,8,56,18,0,8,Competitive (7-12)
2021,19,Round 19,2021-07-22,Eels,10,Raiders,12,Cbus Super Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-19/eels-v-raiders/,0,-2,22,19,0,2,Close (1-6)
2021,19,Round 19,2021-07-23,Roosters,28,Knights,8,Sunshine Coast Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-19/roosters-v-knights/,1,20,36,19,0,20,Comfortable (13-24)
2021,19,Round 19,2021-07-23,Cowboys,16,Storm,20,Queensland Country Bank Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-19/cowboys-v-storm/,0,-4,36,19,0,4,Close (1-6)
2021,19,Round 19,2021-07-24,Rabbitohs,60,Warriors,22,Sunshine Coast Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-19/rabbitohs-v-warriors/,1,38,82,19,0,38,Blowout (25+)
2021,19,Round 19,2021-07-24,Sea Eagles,44,Wests Tigers,24,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-19/sea-eagles-v-wests-tigers/,1,20,68,19,0,20,Comfortable (13-24)
2021,19,Round 19,2021-07-24,Panthers,18,Broncos,12,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-19/panthers-v-broncos/,1,6,30,19,0,6,Close (1-6)
2021,19,Round 19,2021-07-25,Dragons,10,Titans,32,Cbus Super Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-19/dragons-v-titans/,0,-22,42,19,0,22,Comfortable (13-24)
2021,19,Round 19,2021-07-25,Bulldogs,24,Sharks,44,Cbus Super Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-19/bulldogs-v-sharks/,0,-20,68,19,0,20,Comfortable (13-24)
2021,20,Round 20,2021-07-29,Roosters,28,Eels,0,BB Print Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-20/roosters-v-eels/,1,28,28,20,0,28,Blowout (25+)
2021,20,Round 20,2021-07-30,Wests Tigers,16,Warriors,18,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-20/wests-tigers-v-warriors/,0,-2,34,20,0,2,Close (1-6)
2021,20,Round 20,2021-07-30,Broncos,37,Cowboys,18,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-20/broncos-v-cowboys/,1,19,55,20,0,19,Comfortable (13-24)
2021,20,Round 20,2021-08-01,Knights,34,Raiders,24,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-20/knights-v-raiders/,1,10,58,20,0,10,Competitive (7-12)
2021,20,Round 20,2021-08-01,Storm,37,Panthers,10,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-20/storm-v-panthers/,1,27,47,20,0,27,Blowout (25+)
2021,20,Round 20,2021-08-01,Dragons,14,Rabbitohs,50,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-20/dragons-v-rabbitohs/,0,-36,64,20,0,36,Blowout (25+)
2021,20,Round 20,2021-08-02,Bulldogs,6,Titans,34,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-20/bulldogs-v-titans/,0,-28,40,20,0,28,Blowout (25+)
2021,20,Round 20,2021-08-02,Sharks,22,Sea Eagles,40,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-20/sharks-v-sea-eagles/,0,-18,62,20,0,18,Comfortable (13-24)
2021,21,Round 21,2021-08-05,Knights,28,Broncos,20,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-21/knights-v-broncos/,1,8,48,21,0,8,Competitive (7-12)
2021,21,Round 21,2021-08-06,Raiders,20,Dragons,12,Cbus Super Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-21/raiders-v-dragons/,1,8,32,21,0,8,Competitive (7-12)
2021,21,Round 21,2021-08-06,Eels,12,Rabbitohs,40,Cbus Super Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-21/eels-v-rabbitohs/,0,-28,52,21,0,28,Blowout (25+)
2021,21,Round 21,2021-08-07,Warriors,18,Sharks,16,Cbus Super Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-21/warriors-v-sharks/,1,2,34,21,0,2,Close (1-6)
2021,21,Round 21,2021-08-07,Roosters,14,Panthers,20,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-21/roosters-v-panthers/,0,-6,34,21,0,6,Close (1-6)
2021,21,Round 21,2021-08-07,Sea Eagles,18,Storm,28,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-21/sea-eagles-v-storm/,0,-10,46,21,0,10,Competitive (7-12)
2021,21,Round 21,2021-08-08,Bulldogs,16,Wests Tigers,28,Cbus Super Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-21/bulldogs-v-wests-tigers/,0,-12,44,21,0,12,Competitive (7-12)
2021,21,Round 21,2021-08-08,Titans,36,Cowboys,14,Cbus Super Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-21/titans-v-cowboys/,1,22,50,21,0,22,Comfortable (13-24)
2021,22,Round 22,2021-08-12,Storm,26,Raiders,16,Sunshine Coast Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-22/storm-v-raiders/,1,10,42,22,0,10,Competitive (7-12)
2021,22,Round 22,2021-08-13,Dragons,16,Panthers,34,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-22/dragons-v-panthers/,0,-18,50,22,0,18,Comfortable (13-24)
2021,22,Round 22,2021-08-13,Broncos,20,Roosters,21,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-22/broncos-v-roosters/,0,-1,41,22,0,1,Close (1-6)
2021,22,Round 22,2021-08-14,Rabbitohs,36,Titans,6,Cbus Super Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-22/rabbitohs-v-titans/,1,30,42,22,0,30,Blowout (25+)
2021,22,Round 22,2021-08-14,Cowboys,16,Wests Tigers,24,Queensland Country Bank Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-22/cowboys-v-wests-tigers/,0,-8,40,22,0,8,Competitive (7-12)
2021,22,Round 22,2021-08-14,Sea Eagles,56,Eels,10,Sunshine Coast Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-22/sea-eagles-v-eels/,1,46,66,22,0,46,Blowout (25+)
2021,22,Round 22,2021-08-15,Warriors,24,Bulldogs,10,Kayo Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-22/warriors-v-bulldogs/,1,14,34,22,0,14,Comfortable (13-24)
2021,22,Round 22,2021-08-15,Sharks,14,Knights,16,Kayo Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-22/sharks-v-knights/,0,-2,30,22,0,2,Close (1-6)
2021,23,Round 23,2021-08-19,Titans,20,Storm,34,Cbus Super Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-23/titans-v-storm/,0,-14,54,23,0,14,Comfortable (13-24)
2021,23,Round 23,2021-08-20,Raiders,18,Sea Eagles,19,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-23/raiders-v-sea-eagles/,0,-1,37,23,0,1,Close (1-6)
2021,23,Round 23,2021-08-20,Panthers,25,Rabbitohs,12,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-23/panthers-v-rabbitohs/,1,13,37,23,0,13,Comfortable (13-24)
2021,23,Round 23,2021-08-21,Wests Tigers,20,Sharks,50,Browne Park,https://www.nrl.com/draw/nrl-premiership/2021/round-23/wests-tigers-v-sharks/,0,-30,70,23,0,30,Blowout (25+)
2021,23,Round 23,2021-08-21,Bulldogs,16,Knights,22,Cbus Super Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-23/bulldogs-v-knights/,0,-6,38,23,0,6,Close (1-6)
2021,23,Round 23,2021-08-21,Eels,32,Cowboys,16,Cbus Super Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-23/eels-v-cowboys/,1,16,48,23,0,16,Comfortable (13-24)
2021,23,Round 23,2021-08-22,Dragons,22,Roosters,40,Toowoomba Sports Ground,https://www.nrl.com/draw/nrl-premiership/2021/round-23/dragons-v-roosters/,0,-18,62,23,0,18,Comfortable (13-24)
2021,23,Round 23,2021-08-22,Broncos,24,Warriors,22,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-23/broncos-v-warriors/,1,2,46,23,0,2,Close (1-6)
2021,24,Round 24,2021-08-26,Knights,15,Titans,14,Sunshine Coast Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-24/knights-v-titans/,1,1,29,24,0,1,Close (1-6)
2021,24,Round 24,2021-08-27,Warriors,16,Raiders,28,BB Print Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-24/warriors-v-raiders/,0,-12,44,24,0,12,Competitive (7-12)
2021,24,Round 24,2021-08-27,Roosters,12,Rabbitohs,54,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-24/roosters-v-rabbitohs/,0,-42,66,24,0,42,Blowout (25+)
2021,24,Round 24,2021-08-28,Dragons,26,Cowboys,38,Browne Park,https://www.nrl.com/draw/nrl-premiership/2021/round-24/dragons-v-cowboys/,0,-12,64,24,0,12,Competitive (7-12)
2021,24,Round 24,2021-08-28,Sharks,24,Broncos,16,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-24/sharks-v-broncos/,1,8,40,24,0,8,Competitive (7-12)
