year,round_num,round_label,date,home,home_score,away,away_score,venue,url,home_win,score_diff,total_points
2022,19,Round 19,2022-07-23 07:30:00+00:00,Panthers,20,Sharks,10,Penrith Park,https://www.nrl.com/draw/nrl-premiership/2022/round-19/panthers-v-sharks/,1,10,30
2022,19,Round 19,2022-07-23 09:35:00+00:00,Rabbitohs,24,Storm,12,Accor Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-19/rabbitohs-v-storm/,1,12,36
2022,19,Round 19,2022-07-24 04:00:00+00:00,Bulldogs,36,Titans,26,CommBank Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-19/bulldogs-v-titans/,1,10,62
2022,19,Round 19,2022-07-24 06:05:00+00:00,Cowboys,27,Wests Tigers,26,Queensland Country Bank Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-19/cowboys-v-wests-tigers/,1,1,53
2022,2,Round 2,2022-03-17 09:05:00+00:00,Storm,15,Rabbitohs,14,AAMI Park,https://www.nrl.com/draw/nrl-premiership/2022/round-2/storm-v-rabbitohs/,1,1,29
2022,2,Round 2,2022-03-18 07:00:00+00:00,Dragons,16,Panthers,20,Netstrata Jubilee Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-2/dragons-v-panthers/,0,-4,36
2022,2,Round 2,2022-03-18 09:05:00+00:00,Roosters,26,Sea Eagles,12,Sydney Cricket Ground,https://www.nrl.com/draw/nrl-premiership/2022/round-2/roosters-v-sea-eagles/,1,14,38
2022,2,Round 2,2022-03-19 04:00:00+00:00,Titans,20,Warriors,18,Cbus Super Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-2/titans-v-warriors/,1,2,38
2022,2,Round 2,2022-03-19 06:30:00+00:00,Sharks,18,Eels,16,PointsBet Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-2/sharks-v-eels/,1,2,34
2022,2,Round 2,2022-03-19 08:35:00+00:00,Cowboys,26,Raiders,6,Queensland Country Bank Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-2/cowboys-v-raiders/,1,20,32
2022,2,Round 2,2022-03-20 05:05:00+00:00,Knights,26,Wests Tigers,4,McDonald Jones Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-2/knights-v-wests-tigers/,1,22,30
2022,2,Round 2,2022-03-20 07:15:00+00:00,Bulldogs,10,Broncos,16,Accor Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-2/bulldogs-v-broncos/,0,-6,26
2022,20,Round 20,2022-07-28 09:50:00+00:00,Sea Eagles,10,Roosters,20,4 Pines Park,https://www.nrl.com/draw/nrl-premiership/2022/round-20/sea-eagles-v-roosters/,0,-10,30
2022,20,Round 20,2022-07-29 08:00:00+00:00,Warriors,12,Storm,24,Go Media Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-20/warriors-v-storm/,0,-12,36
2022,20,Round 20,2022-07-29 09:55:00+00:00,Eels,34,Panthers,10,CommBank Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-20/eels-v-panthers/,1,24,44
2022,20,Round 20,2022-07-30 05:00:00+00:00,Titans,24,Raiders,36,Cbus Super Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-20/titans-v-raiders/,0,-12,60
2022,20,Round 20,2022-07-30 07:30:00+00:00,Sharks,21,Rabbitohs,20,PointsBet Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-20/sharks-v-rabbitohs/,1,1,41
2022,20,Round 20,2022-07-30 09:35:00+00:00,Broncos,18,Wests Tigers,32,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-20/broncos-v-wests-tigers/,0,-14,50
2022,20,Round 20,2022-07-31 04:00:00+00:00,Knights,10,Bulldogs,24,McDonald Jones Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-20/knights-v-bulldogs/,0,-14,34
2022,20,Round 20,2022-07-31 06:05:00+00:00,Dragons,8,Cowboys,34,Netstrata Jubilee Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-20/dragons-v-cowboys/,0,-26,42
2022,21,Round 21,2022-08-04 09:50:00+00:00,Roosters,34,Broncos,16,Sydney Cricket Ground,https://www.nrl.com/draw/nrl-premiership/2022/round-21/roosters-v-broncos/,1,18,50
2022,21,Round 21,2022-08-05 08:00:00+00:00,Storm,32,Titans,14,AAMI Park,https://www.nrl.com/draw/nrl-premiership/2022/round-21/storm-v-titans/,1,18,46
2022,21,Round 21,2022-08-05 09:55:00+00:00,Sea Eagles,20,Eels,36,4 Pines Park,https://www.nrl.com/draw/nrl-premiership/2022/round-21/sea-eagles-v-eels/,0,-16,56
2022,21,Round 21,2022-08-06 05:00:00+00:00,Rabbitohs,48,Warriors,10,Sunshine Coast Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-21/rabbitohs-v-warriors/,1,38,58
2022,21,Round 21,2022-08-06 07:30:00+00:00,Raiders,6,Panthers,26,GIO Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-21/raiders-v-panthers/,0,-20,32
2022,21,Round 21,2022-08-06 09:35:00+00:00,Sharks,24,Dragons,18,PointsBet Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-21/sharks-v-dragons/,1,6,42
2022,21,Round 21,2022-08-07 04:00:00+00:00,Bulldogs,14,Cowboys,28,Salter Oval,https://www.nrl.com/draw/nrl-premiership/2022/round-21/bulldogs-v-cowboys/,0,-14,42
2022,21,Round 21,2022-08-07 06:05:00+00:00,Wests Tigers,10,Knights,14,Campbelltown Sports Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-21/wests-tigers-v-knights/,0,-4,24
2022,22,Round 22,2022-08-11 09:50:00+00:00,Panthers,0,Storm,16,Penrith Park,https://www.nrl.com/draw/nrl-premiership/2022/round-22/panthers-v-storm/,0,-16,16
2022,22,Round 22,2022-08-12 08:00:00+00:00,Warriors,42,Bulldogs,18,Go Media Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-22/warriors-v-bulldogs/,1,24,60
2022,22,Round 22,2022-08-12 09:55:00+00:00,Eels,0,Rabbitohs,26,CommBank Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-22/eels-v-rabbitohs/,0,-26,26
2022,22,Round 22,2022-08-13 05:00:00+00:00,Roosters,32,Cowboys,18,Sydney Cricket Ground,https://www.nrl.com/draw/nrl-premiership/2022/round-22/roosters-v-cowboys/,1,14,50
2022,22,Round 22,2022-08-13 07:30:00+00:00,Wests Tigers,12,Sharks,36,Scully Park,https://www.nrl.com/draw/nrl-premiership/2022/round-22/wests-tigers-v-sharks/,0,-24,48
2022,22,Round 22,2022-08-13 09:35:00+00:00,Broncos,28,Knights,10,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-22/broncos-v-knights/,1,18,38
2022,22,Round 22,2022-08-14 04:00:00+00:00,Raiders,24,Dragons,22,GIO Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-22/raiders-v-dragons/,1,2,46
2022,22,Round 22,2022-08-14 06:05:00+00:00,Titans,44,Sea Eagles,24,Cbus Super Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-22/titans-v-sea-eagles/,1,20,68
2022,23,Round 23,2022-08-18 09:50:00+00:00,Rabbitohs,22,Panthers,26,Accor Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-23/rabbitohs-v-panthers/,0,-4,48
2022,23,Round 23,2022-08-19 08:00:00+00:00,Cowboys,48,Warriors,4,Queensland Country Bank Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-23/cowboys-v-warriors/,1,44,52
2022,23,Round 23,2022-08-19 09:55:00+00:00,Broncos,12,Storm,60,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-23/broncos-v-storm/,0,-48,72
2022,23,Round 23,2022-08-20 05:00:00+00:00,Eels,42,Bulldogs,6,CommBank Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-23/eels-v-bulldogs/,1,36,48
2022,23,Round 23,2022-08-20 07:30:00+00:00,Sea Eagles,6,Sharks,40,4 Pines Park,https://www.nrl.com/draw/nrl-premiership/2022/round-23/sea-eagles-v-sharks/,0,-34,46
2022,23,Round 23,2022-08-20 09:35:00+00:00,Roosters,72,Wests Tigers,6,Sydney Cricket Ground,https://www.nrl.com/draw/nrl-premiership/2022/round-23/roosters-v-wests-tigers/,1,66,78
2022,23,Round 23,2022-08-21 04:00:00+00:00,Dragons,46,Titans,26,WIN Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-23/dragons-v-titans/,1,20,72
2022,23,Round 23,2022-08-21 06:05:00+00:00,Knights,22,Raiders,28,McDonald Jones Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-23/knights-v-raiders/,0,-6,50
2022,24,Round 24,2022-08-25 09:50:00+00:00,Broncos,6,Eels,53,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-24/broncos-v-eels/,0,-47,59
2022,24,Round 24,2022-08-26 08:00:00+00:00,Panthers,46,Warriors,12,Penrith Park,https://www.nrl.com/draw/nrl-premiership/2022/round-24/panthers-v-warriors/,1,34,58
2022,24,Round 24,2022-08-26 09:55:00+00:00,Storm,14,Roosters,18,AAMI Park,https://www.nrl.com/draw/nrl-premiership/2022/round-24/storm-v-roosters/,0,-4,32
2022,24,Round 24,2022-08-27 05:00:00+00:00,Raiders,48,Sea Eagles,6,GIO Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-24/raiders-v-sea-eagles/,1,42,54
2022,24,Round 24,2022-08-27 07:30:00+00:00,Sharks,16,Bulldogs,0,PointsBet Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-24/sharks-v-bulldogs/,1,16,16
2022,24,Round 24,2022-08-27 09:35:00+00:00,Rabbitohs,20,Cowboys,10,Accor Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-24/rabbitohs-v-cowboys/,1,10,30
2022,24,Round 24,2022-08-28 04:00:00+00:00,Wests Tigers,22,Dragons,24,CommBank Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-24/wests-tigers-v-dragons/,0,-2,46
2022,24,Round 24,2022-08-28 06:05:00+00:00,Titans,36,Knights,26,Cbus Super Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-24/titans-v-knights/,1,10,62
2022,25,Round 25,2022-09-01 09:50:00+00:00,Eels,22,Storm,14,CommBank Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-25/eels-v-storm/,1,8,36
2022,25,Round 25,2022-09-02 08:00:00+00:00,Bulldogs,21,Sea Eagles,20,Accor Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-25/bulldogs-v-sea-eagles/,1,1,41
2022,25,Round 25,2022-09-02 09:55:00+00:00,Roosters,26,Rabbitohs,16,Allianz Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-25/roosters-v-rabbitohs/,1,10,42
2022,25,Round 25,2022-09-03 05:00:00+00:00,Warriors,26,Titans,27,Go Media Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-25/warriors-v-titans/,0,-1,53
2022,25,Round 25,2022-09-03 07:30:00+00:00,Dragons,22,Broncos,12,Netstrata Jubilee Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-25/dragons-v-broncos/,1,10,34
2022,25,Round 25,2022-09-03 09:35:00+00:00,Cowboys,38,Panthers,8,Queensland Country Bank Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-25/cowboys-v-panthers/,1,30,46
2022,25,Round 25,2022-09-04 04:00:00+00:00,Knights,16,Sharks,38,McDonald Jones Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-25/knights-v-sharks/,0,-22,54
2022,25,Round 25,2022-09-04 06:05:00+00:00,Wests Tigers,10,Raiders,56,Leichhardt Oval,https://www.nrl.com/draw/nrl-premiership/2022/round-25/wests-tigers-v-raiders/,0,-46,66
2022,26,Finals Week 1,2022-09-09 09:50:00+00:00,Panthers,27,Eels,8,Penrith Park,https://www.nrl.com/draw/nrl-premiership/2022/finals-week-1/panthers-v-eels/,1,19,35
2022,26,Finals Week 1,2022-09-10 07:40:00+00:00,Storm,20,Raiders,28,AAMI Park,https://www.nrl.com/draw/nrl-premiership/2022/finals-week-1/storm-v-raiders/,0,-8,48
2022,26,Finals Week 1,2022-09-10 09:50:00+00:00,Sharks,30,Cowboys,32,PointsBet Stadium,https://www.nrl.com/draw/nrl-premiership/2022/finals-week-1/sharks-v-cowboys/,0,-2,62
2022,26,Finals Week 1,2022-09-11 06:05:00+00:00,Roosters,14,Rabbitohs,30,Allianz Stadium,https://www.nrl.com/draw/nrl-premiership/2022/finals-week-1/roosters-v-rabbitohs/,0,-16,44
2022,27,Finals Week 2,2022-09-16 09:50:00+00:00,Eels,40,Raiders,4,CommBank Stadium,https://www.nrl.com/draw/nrl-premiership/2022/finals-week-2/eels-v-raiders/,1,36,44
2022,27,Finals Week 2,2022-09-17 10:00:00+00:00,Sharks,12,Rabbitohs,38,Allianz Stadium,https://www.nrl.com/draw/nrl-premiership/2022/finals-week-2/sharks-v-rabbitohs/,0,-26,50
2022,28,Finals Week 3,2022-09-23 09:50:00+00:00,Cowboys,20,Eels,24,Queensland Country Bank Stadium,https://www.nrl.com/draw/nrl-premiership/2022/finals-week-3/cowboys-v-eels/,0,-4,44
2022,28,Finals Week 3,2022-09-24 09:50:00+00:00,Panthers,32,Rabbitohs,12,Accor Stadium,https://www.nrl.com/draw/nrl-premiership/2022/finals-week-3/panthers-v-rabbitohs/,1,20,44
2022,29,Grand Final,2022-10-02 08:30:00+00:00,Panthers,28,Eels,12,Accor Stadium,https://www.nrl.com/draw/nrl-premiership/2022/grand-final/panthers-v-eels/,1,16,40
2022,3,Round 3,2022-03-24 09:05:00+00:00,Dragons,12,Sharks,36,WIN Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-3/dragons-v-sharks/,0,-24,48
2022,3,Round 3,2022-03-25 07:00:00+00:00,Wests Tigers,12,Warriors,16,Campbelltown Sports Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-3/wests-tigers-v-warriors/,0,-4,28
2022,3,Round 3,2022-03-25 09:05:00+00:00,Rabbitohs,28,Roosters,16,Accor Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-3/rabbitohs-v-roosters/,1,12,44
2022,3,Round 3,2022-03-26 04:00:00+00:00,Panthers,38,Knights,20,Carrington Park,https://www.nrl.com/draw/nrl-premiership/2022/round-3/panthers-v-knights/,1,18,58
2022,3,Round 3,2022-03-26 06:30:00+00:00,Storm,24,Eels,28,AAMI Park,https://www.nrl.com/draw/nrl-premiership/2022/round-3/storm-v-eels/,0,-4,52
2022,3,Round 3,2022-03-26 08:35:00+00:00,Raiders,24,Titans,22,GIO Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-3/raiders-v-titans/,1,2,46
2022,3,Round 3,2022-03-27 05:05:00+00:00,Broncos,12,Cowboys,38,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-3/broncos-v-cowboys/,0,-26,50
2022,3,Round 3,2022-03-27 07:15:00+00:00,Sea Eagles,13,Bulldogs,12,4 Pines Park,https://www.nrl.com/draw/nrl-premiership/2022/round-3/sea-eagles-v-bulldogs/,1,1,25
2022,30,Grand Final,2022-10-02 08:30:00+00:00,Panthers,28,Eels,12,Accor Stadium,https://www.nrl.com/draw/nrl-premiership/2022/grand-final/panthers-v-eels/,1,16,40
2022,31,Grand Final,2022-10-02 08:30:00+00:00,Panthers,28,Eels,12,Accor Stadium,https://www.nrl.com/draw/nrl-premiership/2022/grand-final/panthers-v-eels/,1,16,40
2022,32,Grand Final,2022-10-02 08:30:00+00:00,Panthers,28,Eels,12,Accor Stadium,https://www.nrl.com/draw/nrl-premiership/2022/grand-final/panthers-v-eels/,1,16,40
2022,33,Grand Final,2022-10-02 08:30:00+00:00,Panthers,28,Eels,12,Accor Stadium,https://www.nrl.com/draw/nrl-premiership/2022/grand-final/panthers-v-eels/,1,16,40
2022,4,Round 4,2022-03-31 09:05:00+00:00,Titans,8,Wests Tigers,6,Cbus Super Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-4/titans-v-wests-tigers/,1,2,14
2022,4,Round 4,2022-04-01 07:00:00+00:00,Sharks,18,Knights,0,PointsBet Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-4/sharks-v-knights/,1,18,18
2022,4,Round 4,2022-04-01 09:05:00+00:00,Panthers,26,Rabbitohs,12,Penrith Park,https://www.nrl.com/draw/nrl-premiership/2022/round-4/panthers-v-rabbitohs/,1,14,38
2022,4,Round 4,2022-04-02 04:00:00+00:00,Warriors,20,Broncos,6,Kayo Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-4/warriors-v-broncos/,1,14,26
2022,4,Round 4,2022-04-02 06:30:00+00:00,Sea Eagles,25,Raiders,6,Glen Willow Oval,https://www.nrl.com/draw/nrl-premiership/2022/round-4/sea-eagles-v-raiders/,1,19,31
2022,4,Round 4,2022-04-02 08:35:00+00:00,Cowboys,4,Roosters,28,Queensland Country Bank Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-4/cowboys-v-roosters/,0,-24,32
2022,4,Round 4,2022-04-03 06:05:00+00:00,Storm,44,Bulldogs,0,AAMI Park,https://www.nrl.com/draw/nrl-premiership/2022/round-4/storm-v-bulldogs/,1,44,44
2022,4,Round 4,2022-04-03 08:15:00+00:00,Eels,48,Dragons,14,CommBank Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-4/eels-v-dragons/,1,34,62
2022,5,Round 5,2022-04-07 09:50:00+00:00,Knights,6,Sea Eagles,30,McDonald Jones Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-5/knights-v-sea-eagles/,0,-24,36
2022,5,Round 5,2022-04-08 08:00:00+00:00,Warriors,25,Cowboys,24,Kayo Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-5/warriors-v-cowboys/,1,1,49
2022,5,Round 5,2022-04-08 09:55:00+00:00,Broncos,20,Roosters,24,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-5/broncos-v-roosters/,0,-4,44
2022,5,Round 5,2022-04-09 05:00:00+00:00,Raiders,16,Storm,30,McDonalds Park,https://www.nrl.com/draw/nrl-premiership/2022/round-5/raiders-v-storm/,0,-14,46
2022,5,Round 5,2022-04-09 07:30:00+00:00,Rabbitohs,24,Dragons,12,Accor Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-5/rabbitohs-v-dragons/,1,12,36
2022,5,Round 5,2022-04-09 09:35:00+00:00,Titans,20,Eels,26,Cbus Super Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-5/titans-v-eels/,0,-6,46
2022,5,Round 5,2022-04-10 06:05:00+00:00,Sharks,30,Wests Tigers,4,PointsBet Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-5/sharks-v-wests-tigers/,1,26,34
2022,5,Round 5,2022-04-10 08:15:00+00:00,Bulldogs,12,Panthers,32,CommBank Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-5/bulldogs-v-panthers/,0,-20,44
2022,6,Round 6,2022-04-14 09:50:00+00:00,Raiders,12,Cowboys,18,GIO Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-6/raiders-v-cowboys/,0,-6,30
2022,6,Round 6,2022-04-15 06:00:00+00:00,Rabbitohs,36,Bulldogs,16,Accor Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-6/rabbitohs-v-bulldogs/,1,20,52
2022,6,Round 6,2022-04-15 09:55:00+00:00,Panthers,40,Broncos,12,Penrith Park,https://www.nrl.com/draw/nrl-premiership/2022/round-6/panthers-v-broncos/,1,28,52
2022,6,Round 6,2022-04-16 07:30:00+00:00,Sea Eagles,26,Titans,18,4 Pines Park,https://www.nrl.com/draw/nrl-premiership/2022/round-6/sea-eagles-v-titans/,1,8,44
2022,6,Round 6,2022-04-16 09:35:00+00:00,Storm,34,Sharks,18,AAMI Park,https://www.nrl.com/draw/nrl-premiership/2022/round-6/storm-v-sharks/,1,16,52
2022,6,Round 6,2022-04-17 04:00:00+00:00,Roosters,22,Warriors,14,Sydney Cricket Ground,https://www.nrl.com/draw/nrl-premiership/2022/round-6/roosters-v-warriors/,1,8,36
2022,6,Round 6,2022-04-17 06:05:00+00:00,Dragons,21,Knights,16,WIN Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-6/dragons-v-knights/,1,5,37
2022,6,Round 6,2022-04-18 06:00:00+00:00,Eels,20,Wests Tigers,21,CommBank Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-6/eels-v-wests-tigers/,0,-1,41
2022,7,Round 7,2022-04-21 09:50:00+00:00,Sharks,34,Sea Eagles,22,PointsBet Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-7/sharks-v-sea-eagles/,1,12,56
2022,7,Round 7,2022-04-22 09:55:00+00:00,Broncos,34,Bulldogs,14,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-7/broncos-v-bulldogs/,1,20,48
2022,7,Round 7,2022-04-23 07:30:00+00:00,Cowboys,30,Titans,4,Queensland Country Bank Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-7/cowboys-v-titans/,1,26,34
2022,7,Round 7,2022-04-23 09:35:00+00:00,Wests Tigers,23,Rabbitohs,22,CommBank Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-7/wests-tigers-v-rabbitohs/,1,1,45
2022,7,Round 7,2022-04-24 04:00:00+00:00,Knights,2,Eels,39,McDonald Jones Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-7/knights-v-eels/,0,-37,41
2022,7,Round 7,2022-04-24 06:05:00+00:00,Panthers,36,Raiders,6,Penrith Park,https://www.nrl.com/draw/nrl-premiership/2022/round-7/panthers-v-raiders/,1,30,42
2022,7,Round 7,2022-04-25 06:00:00+00:00,Dragons,14,Roosters,12,Sydney Cricket Ground,https://www.nrl.com/draw/nrl-premiership/2022/round-7/dragons-v-roosters/,1,2,26
2022,7,Round 7,2022-04-25 09:00:00+00:00,Storm,70,Warriors,10,AAMI Park,https://www.nrl.com/draw/nrl-premiership/2022/round-7/storm-v-warriors/,1,60,80
2022,8,Round 8,2022-04-28 09:50:00+00:00,Broncos,16,Sharks,7,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-8/broncos-v-sharks/,1,9,23
2022,8,Round 8,2022-04-29 08:00:00+00:00,Titans,4,Panthers,18,Cbus Super Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-8/titans-v-panthers/,0,-14,22
2022,8,Round 8,2022-04-29 09:55:00+00:00,Rabbitohs,40,Sea Eagles,22,Industree Group Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-8/rabbitohs-v-sea-eagles/,1,18,62
2022,8,Round 8,2022-04-30 05:00:00+00:00,Warriors,21,Raiders,20,Kayo Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-8/warriors-v-raiders/,1,1,41
2022,8,Round 8,2022-04-30 07:30:00+00:00,Bulldogs,16,Roosters,12,Accor Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-8/bulldogs-v-roosters/,1,4,28
2022,8,Round 8,2022-04-30 09:35:00+00:00,Eels,4,Cowboys,35,TIO Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-8/eels-v-cowboys/,0,-31,39
2022,8,Round 8,2022-05-01 04:00:00+00:00,Knights,2,Storm,50,McDonald Jones Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-8/knights-v-storm/,0,-48,52
2022,8,Round 8,2022-05-01 06:05:00+00:00,Dragons,12,Wests Tigers,6,WIN Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-8/dragons-v-wests-tigers/,1,6,18
2022,9,Round 9,2022-05-05 09:50:00+00:00,Rabbitohs,12,Broncos,32,Accor Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-9/rabbitohs-v-broncos/,0,-20,44
2022,9,Round 9,2022-05-06 08:00:00+00:00,Raiders,14,Bulldogs,4,GIO Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-9/raiders-v-bulldogs/,1,10,18
2022,9,Round 9,2022-05-06 09:55:00+00:00,Panthers,20,Eels,22,Penrith Park,https://www.nrl.com/draw/nrl-premiership/2022/round-9/panthers-v-eels/,0,-2,42
2022,9,Round 9,2022-05-07 05:00:00+00:00,Sea Eagles,36,Wests Tigers,22,4 Pines Park,https://www.nrl.com/draw/nrl-premiership/2022/round-9/sea-eagles-v-wests-tigers/,1,14,58
2022,9,Round 9,2022-05-07 07:30:00+00:00,Roosters,44,Titans,16,BB Print Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-9/roosters-v-titans/,1,28,60
2022,9,Round 9,2022-05-07 09:35:00+00:00,Cowboys,36,Knights,16,Queensland Country Bank Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-9/cowboys-v-knights/,1,20,52
2022,9,Round 9,2022-05-08 04:00:00+00:00,Storm,42,Dragons,6,AAMI Park,https://www.nrl.com/draw/nrl-premiership/2022/round-9/storm-v-dragons/,1,36,48
2022,9,Round 9,2022-05-08 06:05:00+00:00,Sharks,29,Warriors,10,PointsBet Stadium,https://www.nrl.com/draw/nrl-premiership/2022/round-9/sharks-v-warriors/,1,19,39
2023,1,Round 1,2023-03-02 09:00:00+00:00,Eels,12,Storm,16,CommBank Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-1/eels-v-storm/,0,-4,28
2023,1,Round 1,2023-03-03 07:00:00+00:00,Warriors,20,Knights,12,Sky Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-1/warriors-v-knights/,1,8,32
2023,1,Round 1,2023-03-03 09:05:00+00:00,Panthers,12,Broncos,13,BlueBet Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-1/panthers-v-broncos/,0,-1,25
2023,1,Round 1,2023-03-04 04:00:00+00:00,Sea Eagles,31,Bulldogs,6,4 Pines Park,https://www.nrl.com/draw/nrl-premiership/2023/round-1/sea-eagles-v-bulldogs/,1,25,37
2023,1,Round 1,2023-03-04 06:30:00+00:00,Cowboys,19,Raiders,18,Queensland Country Bank Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-1/cowboys-v-raiders/,1,1,37
2023,1,Round 1,2023-03-04 08:35:00+00:00,Sharks,18,Rabbitohs,27,PointsBet Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-1/sharks-v-rabbitohs/,0,-9,45
2023,1,Round 1,2023-03-05 05:05:00+00:00,Dolphins,28,Roosters,18,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-1/dolphins-v-roosters/,1,10,46
2023,1,Round 1,2023-03-05 07:15:00+00:00,Wests Tigers,10,Titans,22,Leichhardt Oval,https://www.nrl.com/draw/nrl-premiership/2023/round-1/wests-tigers-v-titans/,0,-12,32
2023,10,Round 10,2023-05-05 08:00:00+00:00,Bulldogs,30,Raiders,34,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-10/bulldogs-v-raiders/,0,-4,64
2023,10,Round 10,2023-05-05 10:05:00+00:00,Sea Eagles,6,Broncos,32,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-10/sea-eagles-v-broncos/,0,-26,38
2023,10,Round 10,2023-05-06 05:00:00+00:00,Warriors,6,Panthers,18,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-10/warriors-v-panthers/,0,-12,24
2023,10,Round 10,2023-05-06 07:30:00+00:00,Sharks,16,Dolphins,36,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-10/sharks-v-dolphins/,0,-20,52
