year,round_num,round_label,date,home,home_score,away,away_score,venue,url,home_win,score_diff,total_points
2021,1,Round 1,2021-03-11 09:05:00+00:00,Storm,26,Rabbitohs,18,AAMI Park,https://www.nrl.com/draw/nrl-premiership/2021/round-1/storm-v-rabbitohs/,1,8,44
2021,1,Round 1,2021-03-12 07:00:00+00:00,Knights,32,Bulldogs,16,McDonald Jones Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-1/knights-v-bulldogs/,1,16,48
2021,1,Round 1,2021-03-12 09:05:00+00:00,Broncos,16,Eels,24,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-1/broncos-v-eels/,0,-8,40
2021,1,Round 1,2021-03-13 04:00:00+00:00,Warriors,19,Titans,6,Industree Group Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-1/warriors-v-titans/,1,13,25
2021,1,Round 1,2021-03-13 06:30:00+00:00,Roosters,46,Sea Eagles,4,Sydney Cricket Ground,https://www.nrl.com/draw/nrl-premiership/2021/round-1/roosters-v-sea-eagles/,1,42,50
2021,1,Round 1,2021-03-13 08:35:00+00:00,Panthers,24,Cowboys,0,BlueBet Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-1/panthers-v-cowboys/,1,24,24
2021,1,Round 1,2021-03-14 05:05:00+00:00,Raiders,30,Wests Tigers,12,GIO Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-1/raiders-v-wests-tigers/,1,18,42
2021,1,Round 1,2021-03-14 07:15:00+00:00,Dragons,18,Sharks,32,Netstrata Jubilee Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-1/dragons-v-sharks/,0,-14,50
2021,10,Round 10,2021-05-14 08:00:00+00:00,Wests Tigers,36,Knights,18,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-10/wests-tigers-v-knights/,1,18,54
2021,10,Round 10,2021-05-14 10:05:00+00:00,Sea Eagles,50,Broncos,6,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-10/sea-eagles-v-broncos/,1,44,56
2021,10,Round 10,2021-05-15 05:00:00+00:00,Bulldogs,18,Raiders,20,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-10/bulldogs-v-raiders/,0,-2,38
2021,10,Round 10,2021-05-15 07:30:00+00:00,Sharks,22,Rabbitohs,32,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-10/sharks-v-rabbitohs/,0,-10,54
2021,10,Round 10,2021-05-15 09:45:00+00:00,Roosters,30,Cowboys,16,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-10/roosters-v-cowboys/,1,14,46
2021,10,Round 10,2021-05-16 03:50:00+00:00,Warriors,18,Eels,34,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-10/warriors-v-eels/,0,-16,52
2021,10,Round 10,2021-05-16 06:05:00+00:00,Storm,44,Dragons,18,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-10/storm-v-dragons/,1,26,62
2021,10,Round 10,2021-05-16 08:25:00+00:00,Titans,12,Panthers,48,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-10/titans-v-panthers/,0,-36,60
2021,11,Round 11,2021-05-20 09:50:00+00:00,Cowboys,36,Knights,20,Queensland Country Bank Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-11/cowboys-v-knights/,1,16,56
2021,11,Round 11,2021-05-21 08:00:00+00:00,Warriors,30,Wests Tigers,26,Industree Group Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-11/warriors-v-wests-tigers/,1,4,56
2021,11,Round 11,2021-05-21 09:55:00+00:00,Sharks,13,Dragons,12,Netstrata Jubilee Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-11/sharks-v-dragons/,1,1,25
2021,11,Round 11,2021-05-22 05:00:00+00:00,Titans,30,Bulldogs,20,Cbus Super Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-11/titans-v-bulldogs/,1,10,50
2021,11,Round 11,2021-05-22 07:30:00+00:00,Roosters,16,Broncos,34,Sydney Cricket Ground*,https://www.nrl.com/draw/nrl-premiership/2021/round-11/roosters-v-broncos/,0,-18,50
2021,11,Round 11,2021-05-22 09:35:00+00:00,Raiders,10,Storm,34,GIO Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-11/raiders-v-storm/,0,-24,44
2021,11,Round 11,2021-05-23 04:00:00+00:00,Rabbitohs,12,Panthers,56,Apex Oval,https://www.nrl.com/draw/nrl-premiership/2021/round-11/rabbitohs-v-panthers/,0,-44,68
2021,11,Round 11,2021-05-23 06:05:00+00:00,Eels,6,Sea Eagles,28,CommBank Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-11/eels-v-sea-eagles/,0,-22,34
2021,12,Round 12,2021-05-27 09:50:00+00:00,Broncos,12,Storm,40,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-12/broncos-v-storm/,0,-28,52
2021,12,Round 12,2021-05-28 08:00:00+00:00,Cowboys,29,Warriors,28,Queensland Country Bank Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-12/cowboys-v-warriors/,1,1,57
2021,12,Round 12,2021-05-28 09:55:00+00:00,Wests Tigers,34,Dragons,18,CommBank Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-12/wests-tigers-v-dragons/,1,16,52
2021,12,Round 12,2021-05-29 05:00:00+00:00,Panthers,30,Bulldogs,4,BlueBet Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-12/panthers-v-bulldogs/,1,26,34
2021,12,Round 12,2021-05-29 07:30:00+00:00,Rabbitohs,38,Eels,20,Accor Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-12/rabbitohs-v-eels/,1,18,58
2021,12,Round 12,2021-05-29 09:35:00+00:00,Roosters,44,Raiders,16,Industree Group Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-12/roosters-v-raiders/,1,28,60
2021,12,Round 12,2021-05-30 04:00:00+00:00,Sharks,38,Titans,10,C.ex Coffs International Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-12/sharks-v-titans/,1,28,48
2021,12,Round 12,2021-05-30 06:05:00+00:00,Knights,18,Sea Eagles,10,McDonald Jones Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-12/knights-v-sea-eagles/,1,8,28
2021,13,Round 13,2021-06-03 09:50:00+00:00,Dragons,52,Broncos,24,Netstrata Jubilee Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-13/dragons-v-broncos/,1,28,76
2021,13,Round 13,2021-06-04 09:55:00+00:00,Wests Tigers,26,Panthers,6,Leichhardt Oval,https://www.nrl.com/draw/nrl-premiership/2021/round-13/wests-tigers-v-panthers/,1,20,32
2021,13,Round 13,2021-06-05 09:35:00+00:00,Storm,20,Titans,14,Sunshine Coast Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-13/storm-v-titans/,1,6,34
2021,13,Round 13,2021-06-06 06:05:00+00:00,Knights,4,Eels,40,McDonald Jones Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-13/knights-v-eels/,0,-36,44
2021,14,Round 14,2021-06-11 08:00:00+00:00,Sea Eagles,50,Cowboys,18,4 Pines Park,https://www.nrl.com/draw/nrl-premiership/2021/round-14/sea-eagles-v-cowboys/,1,32,68
2021,14,Round 14,2021-06-11 09:55:00+00:00,Sharks,19,Panthers,18,Netstrata Jubilee Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-14/sharks-v-panthers/,1,1,37
2021,14,Round 14,2021-06-12 05:00:00+00:00,Titans,34,Roosters,35,Cbus Super Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-14/titans-v-roosters/,0,-1,69
2021,14,Round 14,2021-06-12 07:30:00+00:00,Rabbitohs,24,Knights,10,Accor Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-14/rabbitohs-v-knights/,1,14,34
2021,14,Round 14,2021-06-12 09:35:00+00:00,Raiders,38,Broncos,16,GIO Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-14/raiders-v-broncos/,1,22,54
2021,14,Round 14,2021-06-13 04:00:00+00:00,Warriors,16,Storm,42,Industree Group Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-14/warriors-v-storm/,0,-26,58
2021,14,Round 14,2021-06-13 06:05:00+00:00,Eels,40,Wests Tigers,12,CommBank Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-14/eels-v-wests-tigers/,1,28,52
2021,14,Round 14,2021-06-14 06:00:00+00:00,Bulldogs,28,Dragons,6,Accor Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-14/bulldogs-v-dragons/,1,22,34
2021,15,Round 15,2021-06-17 09:50:00+00:00,Broncos,0,Rabbitohs,46,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-15/broncos-v-rabbitohs/,0,-46,46
2021,15,Round 15,2021-06-18 08:00:00+00:00,Cowboys,24,Sharks,26,Queensland Country Bank Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-15/cowboys-v-sharks/,0,-2,50
2021,15,Round 15,2021-06-18 09:55:00+00:00,Panthers,38,Roosters,12,BlueBet Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-15/panthers-v-roosters/,1,26,50
2021,15,Round 15,2021-06-19 05:00:00+00:00,Knights,10,Warriors,6,McDonald Jones Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-15/knights-v-warriors/,1,4,16
2021,15,Round 15,2021-06-19 07:30:00+00:00,Dragons,22,Raiders,20,WIN Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-15/dragons-v-raiders/,1,2,42
2021,15,Round 15,2021-06-19 09:35:00+00:00,Storm,66,Wests Tigers,16,Sunshine Coast Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-15/storm-v-wests-tigers/,1,50,82
2021,15,Round 15,2021-06-20 04:00:00+00:00,Eels,36,Bulldogs,10,CommBank Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-15/eels-v-bulldogs/,1,26,46
2021,15,Round 15,2021-06-20 06:05:00+00:00,Titans,24,Sea Eagles,56,Cbus Super Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-15/titans-v-sea-eagles/,0,-32,80
2021,16,Round 16,2021-07-01 09:50:00+00:00,Roosters,0,Storm,46,McDonald Jones Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-16/roosters-v-storm/,0,-46,46
2021,16,Round 16,2021-07-02 08:00:00+00:00,Warriors,18,Dragons,19,Industree Group Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-16/warriors-v-dragons/,0,-1,37
2021,16,Round 16,2021-07-02 09:55:00+00:00,Panthers,13,Eels,12,BlueBet Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-16/panthers-v-eels/,1,1,25
2021,16,Round 16,2021-07-03 05:00:00+00:00,Bulldogs,0,Sea Eagles,66,CommBank Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-16/bulldogs-v-sea-eagles/,0,-66,66
2021,16,Round 16,2021-07-03 07:30:00+00:00,Raiders,6,Titans,44,GIO Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-16/raiders-v-titans/,0,-38,50
2021,16,Round 16,2021-07-03 09:35:00+00:00,Knights,38,Cowboys,0,McDonald Jones Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-16/knights-v-cowboys/,1,38,38
2021,16,Round 16,2021-07-04 04:00:00+00:00,Broncos,26,Sharks,18,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-16/broncos-v-sharks/,1,8,44
2021,16,Round 16,2021-07-04 06:05:00+00:00,Wests Tigers,22,Rabbitohs,38,Leichhardt Oval,https://www.nrl.com/draw/nrl-premiership/2021/round-16/wests-tigers-v-rabbitohs/,0,-16,60
2021,17,Round 17,2021-07-08 09:50:00+00:00,Sea Eagles,16,Raiders,30,4 Pines Park,https://www.nrl.com/draw/nrl-premiership/2021/round-17/sea-eagles-v-raiders/,0,-14,46
2021,17,Round 17,2021-07-09 09:55:00+00:00,Rabbitohs,46,Cowboys,18,McDonald Jones Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-17/rabbitohs-v-cowboys/,1,28,64
2021,17,Round 17,2021-07-10 09:35:00+00:00,Bulldogs,16,Roosters,22,CommBank Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-17/bulldogs-v-roosters/,0,-6,38
2021,17,Round 17,2021-07-11 06:05:00+00:00,Sharks,20,Warriors,12,Netstrata Jubilee Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-17/sharks-v-warriors/,1,8,32
2021,18,Round 18,2021-07-16 08:00:00+00:00,Titans,8,Eels,26,Cbus Super Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-18/titans-v-eels/,0,-18,34
2021,18,Round 18,2021-07-16 10:05:00+00:00,Sea Eagles,32,Dragons,18,Cbus Super Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-18/sea-eagles-v-dragons/,1,14,50
2021,18,Round 18,2021-07-17 05:00:00+00:00,Cowboys,18,Roosters,34,Queensland Country Bank Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-18/cowboys-v-roosters/,0,-16,52
2021,18,Round 18,2021-07-17 07:30:00+00:00,Raiders,34,Sharks,18,Cbus Super Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-18/raiders-v-sharks/,1,16,52
2021,18,Round 18,2021-07-17 09:35:00+00:00,Storm,48,Knights,4,Cbus Super Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-18/storm-v-knights/,1,44,52
2021,18,Round 18,2021-07-18 03:50:00+00:00,Warriors,16,Panthers,30,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-18/warriors-v-panthers/,0,-14,46
2021,18,Round 18,2021-07-18 06:05:00+00:00,Broncos,24,Wests Tigers,42,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-18/broncos-v-wests-tigers/,0,-18,66
2021,18,Round 18,2021-07-18 08:15:00+00:00,Rabbitohs,32,Bulldogs,24,Cbus Super Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-18/rabbitohs-v-bulldogs/,1,8,56
2021,19,Round 19,2021-07-22 09:50:00+00:00,Eels,10,Raiders,12,Cbus Super Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-19/eels-v-raiders/,0,-2,22
2021,19,Round 19,2021-07-23 08:00:00+00:00,Roosters,28,Knights,8,Sunshine Coast Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-19/roosters-v-knights/,1,20,36
2021,19,Round 19,2021-07-23 09:55:00+00:00,Cowboys,16,Storm,20,Queensland Country Bank Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-19/cowboys-v-storm/,0,-4,36
2021,19,Round 19,2021-07-24 05:00:00+00:00,Rabbitohs,60,Warriors,22,Sunshine Coast Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-19/rabbitohs-v-warriors/,1,38,82
2021,19,Round 19,2021-07-24 07:30:00+00:00,Sea Eagles,44,Wests Tigers,24,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-19/sea-eagles-v-wests-tigers/,1,20,68
2021,19,Round 19,2021-07-24 09:35:00+00:00,Panthers,18,Broncos,12,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-19/panthers-v-broncos/,1,6,30
2021,19,Round 19,2021-07-25 03:50:00+00:00,Dragons,10,Titans,32,Cbus Super Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-19/dragons-v-titans/,0,-22,42
2021,19,Round 19,2021-07-25 06:05:00+00:00,Bulldogs,24,Sharks,44,Cbus Super Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-19/bulldogs-v-sharks/,0,-20,68
2021,2,Round 2,2021-03-18 09:05:00+00:00,Eels,16,Storm,12,CommBank Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-2/eels-v-storm/,1,4,28
2021,2,Round 2,2021-03-19 07:00:00+00:00,Warriors,16,Knights,20,Industree Group Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-2/warriors-v-knights/,0,-4,36
2021,2,Round 2,2021-03-19 09:05:00+00:00,Titans,28,Broncos,16,Cbus Super Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-2/titans-v-broncos/,1,12,44
2021,2,Round 2,2021-03-20 04:00:00+00:00,Bulldogs,0,Panthers,28,CommBank Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-2/bulldogs-v-panthers/,0,-28,28
2021,2,Round 2,2021-03-20 06:30:00+00:00,Sea Eagles,12,Rabbitohs,26,4 Pines Park,https://www.nrl.com/draw/nrl-premiership/2021/round-2/sea-eagles-v-rabbitohs/,0,-14,38
2021,2,Round 2,2021-03-20 08:35:00+00:00,Cowboys,18,Dragons,25,Queensland Country Bank Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-2/cowboys-v-dragons/,0,-7,43
2021,2,Round 2,2021-03-21 05:05:00+00:00,Wests Tigers,6,Roosters,40,Campbelltown Sports Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-2/wests-tigers-v-roosters/,0,-34,46
2021,2,Round 2,2021-03-21 07:15:00+00:00,Sharks,10,Raiders,12,Netstrata Jubilee Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-2/sharks-v-raiders/,0,-2,22
2021,20,Round 20,2021-07-29 09:50:00+00:00,Roosters,28,Eels,0,BB Print Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-20/roosters-v-eels/,1,28,28
2021,20,Round 20,2021-07-30 08:00:00+00:00,Wests Tigers,16,Warriors,18,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-20/wests-tigers-v-warriors/,0,-2,34
2021,20,Round 20,2021-07-30 10:05:00+00:00,Broncos,37,Cowboys,18,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-20/broncos-v-cowboys/,1,19,55
2021,20,Round 20,2021-08-01 03:50:00+00:00,Knights,34,Raiders,24,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-20/knights-v-raiders/,1,10,58
2021,20,Round 20,2021-08-01 06:05:00+00:00,Storm,37,Panthers,10,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-20/storm-v-panthers/,1,27,47
2021,20,Round 20,2021-08-01 08:25:00+00:00,Dragons,14,Rabbitohs,50,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-20/dragons-v-rabbitohs/,0,-36,64
2021,20,Round 20,2021-08-02 08:00:00+00:00,Bulldogs,6,Titans,34,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-20/bulldogs-v-titans/,0,-28,40
2021,20,Round 20,2021-08-02 10:05:00+00:00,Sharks,22,Sea Eagles,40,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-20/sharks-v-sea-eagles/,0,-18,62
2021,21,Round 21,2021-08-05 09:50:00+00:00,Knights,28,Broncos,20,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-21/knights-v-broncos/,1,8,48
2021,21,Round 21,2021-08-06 08:00:00+00:00,Raiders,20,Dragons,12,Cbus Super Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-21/raiders-v-dragons/,1,8,32
2021,21,Round 21,2021-08-06 10:05:00+00:00,Eels,12,Rabbitohs,40,Cbus Super Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-21/eels-v-rabbitohs/,0,-28,52
2021,21,Round 21,2021-08-07 05:00:00+00:00,Warriors,18,Sharks,16,Cbus Super Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-21/warriors-v-sharks/,1,2,34
2021,21,Round 21,2021-08-07 07:30:00+00:00,Roosters,14,Panthers,20,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-21/roosters-v-panthers/,0,-6,34
2021,21,Round 21,2021-08-07 09:35:00+00:00,Sea Eagles,18,Storm,28,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-21/sea-eagles-v-storm/,0,-10,46
2021,21,Round 21,2021-08-08 03:50:00+00:00,Bulldogs,16,Wests Tigers,28,Cbus Super Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-21/bulldogs-v-wests-tigers/,0,-12,44
2021,21,Round 21,2021-08-08 06:05:00+00:00,Titans,36,Cowboys,14,Cbus Super Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-21/titans-v-cowboys/,1,22,50
2021,22,Round 22,2021-08-12 09:50:00+00:00,Storm,26,Raiders,16,Sunshine Coast Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-22/storm-v-raiders/,1,10,42
2021,22,Round 22,2021-08-13 08:00:00+00:00,Dragons,16,Panthers,34,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-22/dragons-v-panthers/,0,-18,50
2021,22,Round 22,2021-08-13 10:05:00+00:00,Broncos,20,Roosters,21,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-22/broncos-v-roosters/,0,-1,41
2021,22,Round 22,2021-08-14 05:00:00+00:00,Rabbitohs,36,Titans,6,Cbus Super Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-22/rabbitohs-v-titans/,1,30,42
2021,22,Round 22,2021-08-14 07:30:00+00:00,Cowboys,16,Wests Tigers,24,Queensland Country Bank Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-22/cowboys-v-wests-tigers/,0,-8,40
2021,22,Round 22,2021-08-14 09:35:00+00:00,Sea Eagles,56,Eels,10,Sunshine Coast Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-22/sea-eagles-v-eels/,1,46,66
2021,22,Round 22,2021-08-15 03:50:00+00:00,Warriors,24,Bulldogs,10,Kayo Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-22/warriors-v-bulldogs/,1,14,34
2021,22,Round 22,2021-08-15 06:00:00+00:00,Sharks,14,Knights,16,Kayo Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-22/sharks-v-knights/,0,-2,30
2021,23,Round 23,2021-08-19 09:50:00+00:00,Titans,20,Storm,34,Cbus Super Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-23/titans-v-storm/,0,-14,54
2021,23,Round 23,2021-08-20 08:00:00+00:00,Raiders,18,Sea Eagles,19,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-23/raiders-v-sea-eagles/,0,-1,37
2021,23,Round 23,2021-08-20 10:05:00+00:00,Panthers,25,Rabbitohs,12,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-23/panthers-v-rabbitohs/,1,13,37
2021,23,Round 23,2021-08-21 05:00:00+00:00,Wests Tigers,20,Sharks,50,Browne Park,https://www.nrl.com/draw/nrl-premiership/2021/round-23/wests-tigers-v-sharks/,0,-30,70
2021,23,Round 23,2021-08-21 07:30:00+00:00,Bulldogs,16,Knights,22,Cbus Super Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-23/bulldogs-v-knights/,0,-6,38
2021,23,Round 23,2021-08-21 09:35:00+00:00,Eels,32,Cowboys,16,Cbus Super Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-23/eels-v-cowboys/,1,16,48
2021,23,Round 23,2021-08-22 04:00:00+00:00,Dragons,22,Roosters,40,Toowoomba Sports Ground,https://www.nrl.com/draw/nrl-premiership/2021/round-23/dragons-v-roosters/,0,-18,62
2021,23,Round 23,2021-08-22 06:05:00+00:00,Broncos,24,Warriors,22,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-23/broncos-v-warriors/,1,2,46
2021,24,Round 24,2021-08-26 09:50:00+00:00,Knights,15,Titans,14,Sunshine Coast Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-24/knights-v-titans/,1,1,29
2021,24,Round 24,2021-08-27 08:00:00+00:00,Warriors,16,Raiders,28,BB Print Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-24/warriors-v-raiders/,0,-12,44
2021,24,Round 24,2021-08-27 09:55:00+00:00,Roosters,12,Rabbitohs,54,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-24/roosters-v-rabbitohs/,0,-42,66
2021,24,Round 24,2021-08-28 05:00:00+00:00,Dragons,26,Cowboys,38,Browne Park,https://www.nrl.com/draw/nrl-premiership/2021/round-24/dragons-v-cowboys/,0,-12,64
2021,24,Round 24,2021-08-28 07:30:00+00:00,Sharks,24,Broncos,16,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-24/sharks-v-broncos/,1,8,40
2021,24,Round 24,2021-08-28 09:35:00+00:00,Storm,10,Eels,22,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-24/storm-v-eels/,0,-12,32
2021,24,Round 24,2021-08-29 03:50:00+00:00,Sea Eagles,36,Bulldogs,18,Kayo Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-24/sea-eagles-v-bulldogs/,1,18,54
2021,24,Round 24,2021-08-29 06:05:00+00:00,Panthers,30,Wests Tigers,16,Kayo Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-24/panthers-v-wests-tigers/,1,14,46
2021,25,Round 25,2021-09-02 09:50:00+00:00,Raiders,16,Roosters,40,BB Print Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-25/raiders-v-roosters/,0,-24,56
2021,25,Round 25,2021-09-03 08:00:00+00:00,Sharks,16,Storm,28,Cbus Super Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-25/sharks-v-storm/,0,-12,44
2021,25,Round 25,2021-09-03 10:05:00+00:00,Eels,6,Panthers,40,Cbus Super Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-25/eels-v-panthers/,0,-34,46
2021,25,Round 25,2021-09-04 05:00:00+00:00,Broncos,35,Knights,22,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-25/broncos-v-knights/,1,13,57
2021,25,Round 25,2021-09-04 07:30:00+00:00,Cowboys,18,Sea Eagles,46,Queensland Country Bank Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-25/cowboys-v-sea-eagles/,0,-28,64
2021,25,Round 25,2021-09-04 09:35:00+00:00,Rabbitohs,20,Dragons,16,Sunshine Coast Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-25/rabbitohs-v-dragons/,1,4,36
2021,25,Round 25,2021-09-05 04:00:00+00:00,Titans,44,Warriors,0,Cbus Super Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-25/titans-v-warriors/,1,44,44
2021,25,Round 25,2021-09-05 06:05:00+00:00,Wests Tigers,0,Bulldogs,38,Kayo Stadium,https://www.nrl.com/draw/nrl-premiership/2021/round-25/wests-tigers-v-bulldogs/,0,-38,38
2021,26,Finals Week 1,2021-09-10 09:50:00+00:00,Storm,40,Sea Eagles,12,Sunshine Coast Stadium,https://www.nrl.com/draw/nrl-premiership/2021/finals-week-1/storm-v-sea-eagles/,1,28,52
2021,26,Finals Week 1,2021-09-11 07:40:00+00:00,Roosters,25,Titans,24,Queensland Country Bank Stadium,https://www.nrl.com/draw/nrl-premiership/2021/finals-week-1/roosters-v-titans/,1,1,49
2021,26,Finals Week 1,2021-09-11 09:50:00+00:00,Panthers,10,Rabbitohs,16,Queensland Country Bank Stadium,https://www.nrl.com/draw/nrl-premiership/2021/finals-week-1/panthers-v-rabbitohs/,0,-6,26
2021,26,Finals Week 1,2021-09-12 06:05:00+00:00,Eels,28,Knights,20,Browne Park,https://www.nrl.com/draw/nrl-premiership/2021/finals-week-1/eels-v-knights/,1,8,48
