year,round,match,home_team,away_team,ground_condition,weather,main_ref,first_try_scorer,first_try_minute,first_try_team,home_tries,home_run_metres,home_all_runs,home_post_contact_metres,home_kick_metres,home_kick_return_metres,home_line_breaks,home_tackle_breaks,home_missed_tackles,home_tackles_made,home_errors,home_offloads,home_penalties,home_completion_rate,home_effective_tackle,home_play_ball_speed,home_avg_set_distance,home_kicks,home_bombs,home_grubbers,home_intercepts,home_conversion_rate,home_kick_defusal,home_dummy_passes,home_sin_bins,away_tries,away_run_metres,away_all_runs,away_post_contact_metres,away_kick_metres,away_kick_return_metres,away_line_breaks,away_tackle_breaks,away_missed_tackles,away_tackles_made,away_errors,away_offloads,away_penalties,away_completion_rate,away_effective_tackle,away_play_ball_speed,away_avg_set_distance,away_kicks,away_bombs,away_grubbers,away_intercepts,away_conversion_rate,away_kick_defusal,away_dummy_passes,away_sin_bins,diff_tries,diff_run_metres,diff_all_runs,diff_post_contact_metres,diff_kick_metres,diff_kick_return_metres,diff_line_breaks,diff_tackle_breaks,diff_missed_tackles,diff_tackles_made,diff_errors,diff_offloads,diff_penalties,diff_completion_rate,diff_effective_tackle,diff_play_ball_speed,diff_avg_set_distance,diff_kicks,diff_bombs,diff_grubbers,diff_intercepts,diff_conversion_rate,diff_kick_defusal,diff_dummy_passes,diff_sin_bins
2021,23,Panthers v Rabbitohs,Panthers,Rabbitohs,Good,Fine,Grant Atkins,Nathan Cleary,30',panthers,4.0,1586.0,193.0,542.0,885.0,255.0,2.0,32.0,321.0,2.0,7.0,6.0,2.0,88.0,88.43,3.47,36.9,27.0,0.0,4.0,31.0,0.5,100.0,4.0,,2.0,1410.0,171.0,459.0,637.0,197.0,3.0,31.0,383.0,3.0,11.0,8.0,11.0,73.0,89.91,3.29,37.12,21.0,1.0,3.0,32.0,0.5,40.0,6.0,0.0,2.0,176.0,22.0,83.0,248.0,58.0,-1.0,1.0,-62.0,-1.0,-4.0,-2.0,-9.0,15.0,-1.4799999999999898,0.18000000000000016,-0.21999999999999886,6.0,-1.0,1.0,-1.0,0.0,60.0,-2.0,
2021,23,Wests Tigers v Sharks,Wests Tigers,Sharks,Good,Fine,Gerard Sutton,Sione Katoa,10',sharks,4.0,1687.0,208.0,529.0,301.0,129.0,5.0,39.0,283.0,1.0,13.0,19.0,12.0,66.0,84.73,3.22,43.27,12.0,0.0,5.0,38.0,0.5,70.0,29.0,4.0,9.0,1784.0,161.0,476.0,319.0,151.0,10.0,38.0,284.0,6.0,31.0,7.0,15.0,70.0,80.23,3.43,44.61,15.0,1.0,5.0,39.0,0.7777777777777778,56.0,24.0,16.0,-5.0,-97.0,47.0,53.0,-18.0,-22.0,-5.0,1.0,-1.0,-5.0,-18.0,12.0,-3.0,-4.0,4.5,-0.20999999999999996,-1.3399999999999963,-3.0,-1.0,0.0,-1.0,-0.2777777777777778,14.0,5.0,-12.0
2021,23,Bulldogs v Knights,Bulldogs,Knights,Good,Fine,Peter Gough,Nick Meaney,44',bulldogs,3.0,1356.0,162.0,539.0,581.0,89.0,1.0,11.0,22.0,394.0,7.0,8.0,3.0,80.0,91.63,3.34,38.77,19.0,1.0,3.0,14.0,0.6666666666666666,69.0,15.0,0.0,4.0,2001.0,217.0,688.0,441.0,263.0,4.0,22.0,11.0,347.0,4.0,10.0,2.0,84.0,92.53,3.31,45.49,23.0,10.0,10.0,17.0,0.75,45.0,8.0,10.0,-1.0,-645.0,-55.0,-149.0,140.0,-174.0,-3.0,-11.0,11.0,47.0,3.0,-2.0,1.0,-4.0,-0.9000000000000057,0.029999999999999805,-6.719999999999999,-4.0,-9.0,-7.0,-3.0,-0.08333333333333337,24.0,7.0,-10.0
2021,23,Eels v Cowboys,Eels,Cowboys,Good,Fine,Ashley Klein,Heilum Luki,24',cowboys,6.0,1675.0,187.0,589.0,447.0,188.0,5.0,37.0,25.0,353.0,15.0,8.0,4.0,69.0,87.59,3.19,36.43,16.0,1.0,2.0,0.0,0.6666666666666666,40.0,2.0,,3.0,1453.0,183.0,467.0,656.0,130.0,5.0,25.0,37.0,324.0,15.0,11.0,6.0,75.0,85.94,3.44,36.33,23.0,2.0,1.0,1.0,0.6666666666666666,56.0,28.0,,3.0,222.0,4.0,122.0,-209.0,58.0,0.0,12.0,-12.0,29.0,0.0,-3.0,-2.0,-6.0,1.6500000000000057,-0.25,0.10000000000000142,-7.0,-1.0,1.0,-1.0,0.0,-16.0,-26.0,
2021,23,Dragons v Roosters,Dragons,Roosters,Good,Fine,Chris Sutton,Egan Butcher,11',roosters,4.0,1571.0,186.0,474.0,422.0,151.0,5.0,35.0,47.0,388.0,11.0,10.0,3.0,77.0,83.8,3.6,43.64,14.0,4.0,3.0,1.0,0.75,50.0,26.0,,8.0,2014.0,216.0,593.0,444.0,216.0,12.0,47.0,35.0,311.0,15.0,13.0,2.0,73.0,85.67,3.4,49.12,17.0,1.0,3.0,0.0,0.5,75.0,15.0,,-4.0,-443.0,-30.0,-119.0,-22.0,-65.0,-7.0,-12.0,12.0,77.0,-4.0,-3.0,1.0,4.0,-1.8700000000000045,0.20000000000000018,-5.479999999999997,-3.0,3.0,0.0,1.0,0.25,-25.0,11.0,
2021,23,Broncos v Warriors,Broncos,Warriors,Good,Fine,Matt Cecchin,Xavier Coates,21',broncos,4.0,1889.0,189.0,636.0,654.0,251.0,4.0,35.0,30.0,336.0,1.0,6.0,0.0,79.0,89.84,3.43,48.45,24.0,6.0,2.0,8.0,1.0,38.0,3.0,12.0,5.0,1576.0,170.0,531.0,782.0,170.0,4.0,30.0,35.0,370.0,2.0,6.0,1.0,82.0,89.37,3.47,45.04,27.0,8.0,6.0,9.0,0.2,36.0,24.0,4.0,-1.0,313.0,19.0,105.0,-128.0,81.0,0.0,5.0,-5.0,-34.0,-1.0,0.0,-1.0,-3.0,0.46999999999999886,-0.040000000000000036,3.4100000000000037,-3.0,-2.0,-4.0,-1.0,0.8,2.0,-21.0,8.0
2021,24,Knights v Titans,Knights,Titans,Good,Fine,Grant Atkins,Kalyn Ponga,23',knights,2.0,1637.0,180.0,524.0,525.0,164.0,2.0,22.0,351.0,0.0,14.0,7.0,11.0,75.0,89.31,3.36,40.94,16.0,1.0,6.0,28.0,1.0,73.0,14.0,,2.0,1864.0,194.0,699.0,854.0,175.0,5.0,28.0,326.0,5.0,12.0,8.0,5.0,86.0,90.56,3.42,50.4,25.0,0.0,4.0,22.0,0.5,88.0,4.0,0.0,0.0,-227.0,-14.0,-175.0,-329.0,-11.0,-3.0,-6.0,25.0,-5.0,2.0,-1.0,6.0,-11.0,-1.25,-0.06000000000000005,-9.46,-9.0,1.0,2.0,6.0,0.5,-15.0,10.0,
2021,24,Warriors v Raiders,Warriors,Raiders,Good,Fine,Ben Cummins,Sean O'Sullivan,0',warriors,3.0,1599.0,182.0,505.0,686.0,136.0,2.0,27.0,44.0,381.0,7.0,4.0,2.0,75.0,87.39,3.35,43.24,21.0,3.0,3.0,11.0,0.6666666666666666,38.0,21.0,,5.0,2105.0,204.0,769.0,474.0,227.0,4.0,44.0,27.0,328.0,4.0,8.0,0.0,75.0,90.36,3.22,47.84,20.0,9.0,5.0,8.0,0.8,43.0,20.0,0.0,-2.0,-506.0,-22.0,-264.0,212.0,-91.0,-2.0,-17.0,17.0,53.0,3.0,-4.0,2.0,0.0,-2.969999999999999,0.1299999999999999,-4.600000000000001,1.0,-6.0,-2.0,3.0,-0.13333333333333341,-5.0,1.0,
2021,24,Roosters v Rabbitohs,Roosters,Rabbitohs,Good,Fine,Ashley Klein,Joseph Manu,16',roosters,2.0,1053.0,135.0,340.0,424.0,101.0,1.0,19.0,51.0,409.0,11.0,8.0,7.0,74.0,84.16,3.44,33.99,13.0,2.0,0.0,0.0,1.0,75.0,15.0,1.0,9.0,2075.0,223.0,635.0,427.0,313.0,11.0,51.0,19.0,273.0,8.0,13.0,2.0,84.0,89.51,3.63,46.11,16.0,2.0,5.0,1.0,0.8888888888888888,75.0,9.0,2.0,-7.0,-1022.0,-88.0,-295.0,-3.0,-212.0,-10.0,-32.0,32.0,136.0,3.0,-5.0,5.0,-10.0,-5.3500000000000085,-0.18999999999999995,-12.119999999999997,-3.0,0.0,-5.0,-1.0,0.11111111111111116,0.0,6.0,-1.0
2021,24,Dragons v Cowboys,Dragons,Cowboys,Good,Fine,Peter Gough,Zac Lomax,12',dragons,5.0,1492.0,190.0,492.0,477.0,144.0,6.0,46.0,34.0,328.0,13.0,13.0,4.0,67.0,86.32,3.35,40.35,16.0,1.0,3.0,0.0,0.6,57.0,7.0,,7.0,1836.0,174.0,475.0,390.0,166.0,8.0,34.0,46.0,304.0,12.0,11.0,5.0,73.0,82.38,3.74,48.32,17.0,2.0,4.0,1.0,0.7142857142857143,33.0,13.0,,-2.0,-344.0,16.0,17.0,87.0,-22.0,-2.0,12.0,-12.0,24.0,1.0,2.0,-1.0,-6.0,3.9399999999999977,-0.3900000000000001,-7.969999999999999,-1.0,-1.0,-1.0,-1.0,-0.11428571428571432,24.0,-6.0,
2021,24,Sharks v Broncos,Sharks,Broncos,Good,Fine,Adam Gee,Sione Katoa,3',sharks,4.0,1914.0,210.0,551.0,394.0,159.0,5.0,30.0,28.0,326.0,2.0,10.0,2.0,76.0,87.87,3.43,50.38,17.0,5.0,3.0,17.0,0.75,44.0,32.0,,3.0,1835.0,203.0,558.0,478.0,183.0,7.0,28.0,30.0,315.0,6.0,11.0,0.0,75.0,87.26,3.0,50.99,22.0,5.0,5.0,16.0,0.6666666666666666,69.0,4.0,0.0,1.0,79.0,7.0,-7.0,-84.0,-24.0,-2.0,2.0,-2.0,11.0,-4.0,-1.0,2.0,1.0,0.6099999999999994,0.43000000000000016,-0.6099999999999994,-5.0,0.0,-2.0,1.0,0.08333333333333337,-25.0,28.0,
2021,24,Storm v Eels,Storm,Eels,Good,Fine,Gerard Sutton,Blake Ferguson,10',eels,2.0,1816.0,217.0,524.0,495.0,134.0,7.0,29.0,34.0,376.0,6.0,13.0,1.0,69.0,89.74,3.17,43.24,16.0,1.0,3.0,9.0,0.5,45.0,5.0,0.0,4.0,1706.0,202.0,517.0,724.0,89.0,4.0,34.0,29.0,315.0,3.0,7.0,4.0,90.0,87.02,3.79,41.63,22.0,9.0,1.0,18.0,0.5,100.0,19.0,,-2.0,110.0,15.0,7.0,-229.0,45.0,3.0,-5.0,5.0,61.0,3.0,6.0,-3.0,-21.0,2.719999999999999,-0.6200000000000001,1.6099999999999994,-6.0,-8.0,2.0,-9.0,0.0,-55.0,-14.0,
2021,24,Sea Eagles v Bulldogs,Sea Eagles,Bulldogs,Good,Fine,Chris Sutton,Matt Doorey,26',bulldogs,6.0,2059.0,244.0,596.0,469.0,240.0,7.0,37.0,12.0,264.0,11.0,11.0,4.0,73.0,91.35,3.75,45.76,16.0,2.0,3.0,1.0,0.8333333333333334,100.0,28.0,1.0,3.0,1392.0,171.0,411.0,502.0,147.0,5.0,12.0,37.0,310.0,7.0,10.0,6.0,81.0,85.16,3.5,42.2,18.0,4.0,4.0,0.0,1.0,44.0,17.0,0.0,3.0,667.0,73.0,185.0,-33.0,93.0,2.0,25.0,-25.0,-46.0,4.0,1.0,-2.0,-8.0,6.189999999999998,0.25,3.559999999999995,-2.0,-2.0,-1.0,1.0,-0.16666666666666663,56.0,11.0,1.0
2021,24,Panthers v Wests Tigers,Panthers,Wests Tigers,Good,Fine,Matt Cecchin,Moses Leota,13',panthers,5.0,2027.0,196.0,662.0,336.0,311.0,7.0,46.0,29.0,353.0,17.0,10.0,2.0,62.0,88.69,3.65,47.15,14.0,1.0,6.0,1.0,1.0,50.0,5.0,,3.0,1285.0,178.0,453.0,728.0,49.0,3.0,29.0,46.0,362.0,8.0,11.0,5.0,81.0,85.58,3.45,33.83,23.0,4.0,2.0,0.0,0.6666666666666666,56.0,12.0,,2.0,742.0,18.0,209.0,-392.0,262.0,4.0,17.0,-17.0,-9.0,9.0,-1.0,-3.0,-19.0,3.1099999999999994,0.19999999999999973,13.32,-9.0,-3.0,4.0,1.0,0.33333333333333337,-6.0,-7.0,
2021,25,Raiders v Roosters,Raiders,Roosters,Good,Fine,Gerard Sutton,Matt Ikuvalu,11',roosters,3.0,1388.0,139.0,467.0,271.0,146.0,3.0,27.0,41.0,375.0,8.0,8.0,1.0,58.0,86.21,3.26,40.84,12.0,3.0,3.0,19.0,0.6666666666666666,50.0,3.0,12.0,7.0,1968.0,205.0,644.0,460.0,201.0,7.0,41.0,27.0,284.0,3.0,10.0,0.0,72.0,85.8,3.61,45.77,15.0,1.0,2.0,20.0,0.5714285714285714,100.0,35.0,20.0,-4.0,-580.0,-66.0,-177.0,-189.0,-55.0,-4.0,-14.0,14.0,91.0,5.0,-2.0,1.0,-14.0,0.4099999999999966,-0.3500000000000001,-4.93,-3.0,2.0,1.0,-1.0,0.09523809523809523,-50.0,-32.0,-8.0
2021,25,Sharks v Storm,Sharks,Storm,Good,Fine,Grant Atkins,Sione Katoa,10',sharks,3.0,1579.0,199.0,395.0,499.0,132.0,4.0,28.0,54.0,293.0,2.0,8.0,0.0,82.0,81.84,3.7,45.12,19.0,2.0,3.0,11.0,0.3333333333333333,64.0,4.0,12.0,5.0,1761.0,184.0,483.0,355.0,234.0,6.0,54.0,28.0,323.0,3.0,8.0,3.0,63.0,88.74,3.73,48.94,17.0,4.0,7.0,13.0,0.6,80.0,24.0,12.0,-2.0,-182.0,15.0,-88.0,144.0,-102.0,-2.0,-26.0,26.0,-30.0,-1.0,0.0,-3.0,19.0,-6.8999999999999915,-0.029999999999999805,-3.8200000000000003,2.0,-2.0,-4.0,-2.0,-0.26666666666666666,-16.0,-20.0,0.0
2021,25,Eels v Panthers,Eels,Panthers,Good,Fine,Adam Gee,Tom Opacic,13',eels,1.0,1369.0,164.0,457.0,678.0,187.0,1.0,22.0,52.0,370.0,4.0,9.0,2.0,76.0,84.86,3.64,36.03,22.0,4.0,6.0,14.0,1.0,67.0,4.0,,7.0,1724.0,185.0,587.0,748.0,198.0,8.0,52.0,22.0,338.0,5.0,7.0,1.0,85.0,89.42,3.34,42.07,22.0,1.0,3.0,18.0,0.8571428571428571,54.0,5.0,,-6.0,-355.0,-21.0,-130.0,-70.0,-11.0,-7.0,-30.0,30.0,32.0,-1.0,2.0,1.0,-9.0,-4.560000000000002,0.30000000000000027,-6.039999999999999,0.0,3.0,3.0,-4.0,0.1428571428571429,13.0,-1.0,
2021,25,Broncos v Knights,Broncos,Knights,Good,Fine,Ziggy Przeklasa-Adamski,Enari Tuala,27',knights,6.0,1758.0,165.0,565.0,508.0,73.0,6.0,23.0,34.0,327.0,14.0,11.0,3.0,71.0,86.28,3.66,45.1,19.0,2.0,4.0,1.0,0.8333333333333334,56.0,5.0,18.0,4.0,1914.0,200.0,556.0,341.0,171.0,4.0,34.0,23.0,302.0,15.0,12.0,5.0,64.0,88.82,3.51,49.09,18.0,3.0,10.0,0.0,0.75,30.0,4.0,4.0,2.0,-156.0,-35.0,9.0,167.0,-98.0,2.0,-11.0,11.0,25.0,-1.0,-1.0,-2.0,7.0,-2.539999999999992,0.15000000000000036,-3.990000000000002,1.0,-1.0,-6.0,1.0,0.08333333333333337,26.0,1.0,14.0
2021,25,Cowboys v Sea Eagles,Cowboys,Sea Eagles,Good,Fine,Ben Cummins,Jason Saab,14',sea-eagles,3.0,1672.0,170.0,432.0,565.0,187.0,2.0,22.0,57.0,342.0,12.0,3.0,6.0,74.0,81.24,3.56,47.79,19.0,4.0,2.0,1.0,1.0,50.0,16.0,,8.0,1925.0,208.0,580.0,630.0,220.0,11.0,57.0,22.0,272.0,12.0,15.0,2.0,77.0,90.07,3.32,43.76,22.0,2.0,6.0,0.0,0.875,60.0,6.0,,-5.0,-253.0,-38.0,-148.0,-65.0,-33.0,-9.0,-35.0,35.0,70.0,0.0,-12.0,4.0,-3.0,-8.829999999999998,0.2400000000000002,4.030000000000001,-3.0,2.0,-4.0,1.0,0.125,-10.0,10.0,
2021,25,Rabbitohs v Dragons,Rabbitohs,Dragons,Good,Fine,Matt Cecchin,Lachlan Ilias,6',rabbitohs,4.0,1970.0,217.0,681.0,749.0,205.0,1.0,22.0,378.0,6.0,7.0,9.0,3.0,90.0,91.97,3.68,45.83,25.0,1.0,5.0,24.0,0.25,40.0,14.0,0.0,3.0,1724.0,177.0,619.0,618.0,225.0,3.0,24.0,411.0,3.0,13.0,4.0,5.0,75.0,91.13,3.76,39.2,20.0,0.0,2.0,22.0,0.6666666666666666,67.0,5.0,1.0,1.0,246.0,40.0,62.0,131.0,-20.0,-2.0,-2.0,-33.0,3.0,-6.0,5.0,-2.0,15.0,0.8400000000000034,-0.07999999999999963,6.6299999999999955,5.0,1.0,3.0,2.0,-0.41666666666666663,-27.0,9.0,-1.0
2021,25,Titans v Warriors,Titans,Warriors,Good,Fine,Ashley Klein,Jayden Campbell,6',titans,8.0,2223.0,219.0,708.0,425.0,236.0,9.0,33.0,15.0,227.0,5.0,12.0,2.0,77.0,90.08,3.5,46.32,17.0,3.0,9.0,10.0,0.75,56.0,8.0,16.0,0.0,1047.0,137.0,356.0,327.0,20.0,0.0,15.0,33.0,363.0,8.0,8.0,3.0,55.0,86.84,3.68,36.12,12.0,3.0,3.0,22.0,0.0,46.0,12.0,0.0,8.0,1176.0,82.0,352.0,98.0,216.0,9.0,18.0,-18.0,-136.0,-3.0,4.0,-1.0,22.0,3.239999999999995,-0.18000000000000016,10.200000000000003,5.0,0.0,6.0,-12.0,0.75,10.0,-4.0,16.0
2021,25,Wests Tigers v Bulldogs,Wests Tigers,Bulldogs,Good,Showers,Chris Sutton,Nick Meaney,9',bulldogs,0.0,1410.0,149.0,585.0,327.0,118.0,1.0,21.0,39.0,382.0,5.0,9.0,0.0,67.0,87.61,3.28,38.13,16.0,8.0,4.0,15.0,0.0,33.0,14.0,2.0,7.0,1832.0,184.0,581.0,453.0,257.0,8.0,39.0,21.0,290.0,2.0,9.0,1.0,77.0,89.78,3.3,38.18,18.0,5.0,5.0,12.0,0.5714285714285714,100.0,10.0,0.0,-7.0,-422.0,-35.0,4.0,-126.0,-139.0,-7.0,-18.0,18.0,92.0,3.0,0.0,-1.0,-10.0,-2.1700000000000017,-0.020000000000000018,-0.04999999999999716,-2.0,3.0,-1.0,3.0,-0.5714285714285714,-67.0,4.0,2.0
2022,1,Panthers v Sea Eagles,Panthers,Sea Eagles,Good,Fine,Adam Gee,Izack Tago,17',panthers,5.0,2084.0,218.0,803.0,538.0,340.0,6.0,44.0,26.0,337.0,7.0,12.0,2.0,86.0,90.84,3.59,46.32,22.0,6.0,5.0,8.0,0.6,43.0,18.0,12.0,1.0,1379.0,179.0,501.0,740.0,96.0,1.0,26.0,44.0,384.0,4.0,6.0,5.0,82.0,86.49,3.95,39.4,22.0,4.0,2.0,16.0,1.0,80.0,9.0,6.0,4.0,705.0,39.0,302.0,-202.0,244.0,5.0,18.0,-18.0,-47.0,3.0,6.0,-3.0,4.0,4.3500000000000085,-0.3600000000000003,6.920000000000002,0.0,2.0,3.0,-8.0,-0.4,-37.0,9.0,6.0
2022,1,Raiders v Sharks,Raiders,Sharks,Good,Fine,Ben Cummins,Blayke Brailey,22',sharks,4.0,1429.0,206.0,425.0,377.0,103.0,3.0,44.0,29.0,298.0,13.0,23.0,5.0,70.0,85.39,3.67,34.86,14.0,4.0,5.0,1.0,1.0,57.0,22.0,18.0,3.0,1296.0,161.0,376.0,340.0,90.0,4.0,29.0,44.0,327.0,12.0,12.0,7.0,67.0,80.54,3.56,38.14,14.0,5.0,3.0,0.0,1.0,30.0,2.0,6.0,1.0,133.0,45.0,49.0,37.0,13.0,-1.0,15.0,-15.0,-29.0,1.0,11.0,-2.0,3.0,4.849999999999994,0.10999999999999988,-3.280000000000001,0.0,-1.0,2.0,1.0,0.0,27.0,20.0,12.0
2022,1,Broncos v Rabbitohs,Broncos,Rabbitohs,Good,Fine,Ashley Klein,Albert Kelly,21',broncos,2.0,1632.0,180.0,536.0,666.0,169.0,2.0,24.0,2.0,19.0,5.0,12.0,4.0,83.0,91.24,3.63,38.86,24.0,6.0,354.0,15.0,0.5,100.0,15.0,,1.0,1580.0,191.0,546.0,416.0,190.0,2.0,19.0,0.0,24.0,7.0,9.0,1.0,66.0,89.36,3.78,35.12,15.0,3.0,361.0,19.0,0.0,55.0,6.0,0.0,1.0,52.0,-11.0,-10.0,250.0,-21.0,0.0,5.0,2.0,-5.0,-2.0,3.0,3.0,17.0,1.8799999999999955,-0.1499999999999999,3.740000000000002,9.0,3.0,-7.0,-4.0,0.5,45.0,9.0,
2022,1,Roosters v Knights,Roosters,Knights,Good,Fine,Gerard Sutton,Dane Gagai,14',knights,1.0,1418.0,171.0,558.0,505.0,115.0,0.0,13.0,35.0,392.0,12.0,5.0,7.0,66.0,88.09,3.51,36.37,19.0,6.0,3.0,0.0,0.0,78.0,2.0,0.0,4.0,1802.0,199.0,733.0,600.0,183.0,7.0,35.0,13.0,329.0,11.0,12.0,7.0,76.0,92.94,4.13,42.91,22.0,4.0,4.0,1.0,0.5,82.0,5.0,1.0,-3.0,-384.0,-28.0,-175.0,-95.0,-68.0,-7.0,-22.0,22.0,63.0,1.0,-7.0,0.0,-10.0,-4.849999999999994,-0.6200000000000001,-6.539999999999999,-3.0,2.0,-1.0,-1.0,-0.5,-4.0,-3.0,-1.0
2022,1,Warriors v Dragons,Warriors,Dragons,Good,Fine,Peter Gough,Dallin Watene-Zelezniak,19',warriors,3.0,1298.0,147.0,522.0,543.0,137.0,4.0,23.0,35.0,359.0,8.0,9.0,2.0,69.0,89.53,3.5,33.29,17.0,1.0,5.0,7.0,0.6666666666666666,90.0,18.0,10.0,5.0,1652.0,180.0,663.0,399.0,174.0,6.0,35.0,23.0,257.0,4.0,4.0,3.0,78.0,86.82,4.13,40.3,16.0,7.0,3.0,16.0,0.6,67.0,5.0,14.0,-2.0,-354.0,-33.0,-141.0,144.0,-37.0,-2.0,-12.0,12.0,102.0,4.0,5.0,-1.0,-9.0,2.710000000000008,-0.6299999999999999,-7.009999999999998,1.0,-6.0,2.0,-9.0,0.06666666666666665,23.0,13.0,-4.0
2022,1,Wests Tigers v Storm,Wests Tigers,Storm,Good,Fine,Chris Sutton,George Jennings,11',storm,3.0,1493.0,175.0,498.0,397.0,142.0,2.0,26.0,21.0,277.0,11.0,13.0,7.0,74.0,89.07,3.19,42.68,15.0,2.0,2.0,0.0,0.0,67.0,9.0,10.0,5.0,1287.0,140.0,414.0,468.0,154.0,5.0,21.0,26.0,312.0,9.0,8.0,9.0,80.0,86.91,3.42,36.79,17.0,5.0,2.0,1.0,0.6,38.0,6.0,4.0,-2.0,206.0,35.0,84.0,-71.0,-12.0,-3.0,5.0,-5.0,-35.0,2.0,5.0,-2.0,-6.0,2.1599999999999966,-0.22999999999999998,5.890000000000001,-2.0,-3.0,0.0,-1.0,-0.6,29.0,3.0,6.0
2022,1,Eels v Titans,Eels,Titans,Good,Fine,Grant Atkins,Phillip Sami,10',titans,5.0,1574.0,171.0,499.0,480.0,258.0,4.0,31.0,265.0,7.0,7.0,10.0,8.0,77.0,86.89,3.65,43.73,20.0,1.0,3.0,33.0,0.6,67.0,4.0,26.0,5.0,1170.0,128.0,387.0,477.0,97.0,5.0,33.0,294.0,2.0,13.0,3.0,12.0,67.0,86.98,3.71,37.75,14.0,0.0,4.0,31.0,0.8,86.0,17.0,22.0,0.0,404.0,43.0,112.0,3.0,161.0,-1.0,-2.0,-29.0,5.0,-6.0,7.0,-4.0,10.0,-0.09000000000000341,-0.06000000000000005,5.979999999999997,6.0,1.0,-1.0,2.0,-0.20000000000000007,-19.0,-13.0,4.0
2022,1,Cowboys v Bulldogs,Cowboys,Bulldogs,Good,Fine,Ben Cummins,Tom Gilbert,15',cowboys,1.0,1923.0,186.0,663.0,450.0,185.0,2.0,28.0,19.0,387.0,7.0,2.0,1.0,68.0,93.25,4.02,46.9,17.0,7.0,3.0,9.0,0.0,67.0,17.0,4.0,1.0,1831.0,191.0,606.0,629.0,90.0,3.0,19.0,28.0,364.0,8.0,4.0,0.0,76.0,92.15,3.43,43.6,21.0,4.0,5.0,3.0,1.0,78.0,13.0,0.0,0.0,92.0,-5.0,57.0,-179.0,95.0,-1.0,9.0,-9.0,23.0,-1.0,-2.0,1.0,-8.0,1.0999999999999943,0.5899999999999994,3.299999999999997,-4.0,3.0,-2.0,6.0,-1.0,-11.0,4.0,4.0
2022,2,Storm v Rabbitohs,Storm,Rabbitohs,Good,Fine,Gerard Sutton,Xavier Coates,10',storm,3.0,1445.0,168.0,593.0,613.0,93.0,3.0,24.0,39.0,361.0,10.0,16.0,1.0,69.0,87.83,3.34,34.42,22.0,3.0,4.0,11.0,0.3333333333333333,38.0,6.0,0.0,3.0,1893.0,234.0,677.0,254.0,201.0,5.0,39.0,24.0,321.0,4.0,8.0,1.0,61.0,86.29,3.67,40.28,14.0,2.0,4.0,27.0,0.0,30.0,5.0,,0.0,-448.0,-66.0,-84.0,359.0,-108.0,-2.0,-15.0,15.0,40.0,6.0,8.0,0.0,8.0,1.539999999999992,-0.33000000000000007,-5.859999999999999,8.0,1.0,0.0,-16.0,0.3333333333333333,8.0,1.0,
2022,2,Dragons v Panthers,Dragons,Panthers,Good,Fine,Chris Sutton,Viliame Kikau,10',panthers,3.0,1633.0,201.0,572.0,471.0,150.0,3.0,25.0,306.0,4.0,14.0,9.0,6.0,65.0,87.68,3.98,39.85,19.0,1.0,6.0,32.0,0.6666666666666666,60.0,11.0,2.0,3.0,1577.0,169.0,524.0,483.0,96.0,3.0,32.0,386.0,3.0,12.0,7.0,7.0,68.0,89.98,3.83,41.5,18.0,0.0,2.0,25.0,1.0,50.0,12.0,0.0,0.0,56.0,32.0,48.0,-12.0,54.0,0.0,-7.0,-80.0,1.0,2.0,2.0,-1.0,-3.0,-2.299999999999997,0.1499999999999999,-1.6499999999999986,1.0,1.0,4.0,7.0,-0.33333333333333337,10.0,-1.0,2.0
2022,2,Roosters v Sea Eagles,Roosters,Sea Eagles,Good,Fine,Ashley Klein,Drew Hutchison,2',roosters,5.0,1831.0,197.0,564.0,655.0,273.0,6.0,32.0,299.0,4.0,13.0,9.0,7.0,73.0,87.43,3.84,39.81,19.0,1.0,2.0,33.0,0.6,75.0,14.0,,2.0,1477.0,160.0,524.0,521.0,185.0,3.0,33.0,331.0,8.0,9.0,7.0,5.0,81.0,88.74,4.02,38.88,21.0,0.0,1.0,32.0,1.0,50.0,21.0,,3.0,354.0,37.0,40.0,134.0,88.0,3.0,-1.0,-32.0,-4.0,4.0,2.0,2.0,-8.0,-1.309999999999988,-0.17999999999999972,0.9299999999999997,-2.0,1.0,1.0,1.0,-0.4,25.0,-7.0,
2022,2,Titans v Warriors,Titans,Warriors,Good,Fine,Adam Gee,Beau Fermor,0',titans,4.0,1893.0,183.0,559.0,512.0,160.0,5.0,36.0,319.0,6.0,16.0,11.0,14.0,74.0,87.64,3.38,44.03,18.0,0.0,3.0,29.0,0.5,64.0,24.0,,3.0,1829.0,177.0,548.0,485.0,209.0,5.0,29.0,324.0,8.0,18.0,9.0,12.0,76.0,85.71,3.77,43.56,19.0,1.0,4.0,36.0,1.0,70.0,23.0,,1.0,64.0,6.0,11.0,27.0,-49.0,0.0,7.0,-5.0,-2.0,-2.0,2.0,2.0,-2.0,1.9300000000000068,-0.3900000000000001,0.46999999999999886,-1.0,-1.0,-1.0,-7.0,-0.5,-6.0,1.0,
